order_id,product_id,quantity,unit_price,discount_pct,gross_sales,discount_amount,net_sales,product_cost,shipping_cost,fulfillment_cost,gross_profit_before_marketing,profit,profit_margin_pct
O002953,P0044,1,13270.91,21.32,13270.91,2829.36,10441.55,10186.7,154.09,108.76,100.75999999999854,-8.0,-0.08
O002953,P0069,3,4748.37,10.0,14245.11,1424.51,12820.6,10092.24,488.39,369.42,2239.9700000000007,1870.55,14.59
O002954,P0038,2,287.13,17.93,574.26,102.96,471.3,338.4,233.02,159.65,-100.11999999999998,-259.77,-55.12
O002955,P0048,1,2214.82,10.51,2214.82,232.78,1982.04,1591.51,387.31,298.01,3.2199999999999704,-294.79,-14.87
O002956,P0055,2,3314.76,32.0,6629.52,2121.45,4508.07,5285.02,555.53,424.51,-1332.4800000000007,-1756.99,-38.97
O002957,P0136,1,4887.42,24.07,4887.42,1176.4,3711.02,3514.5,605.64,496.88,-409.12,-906.0,-24.41
O002958,P0029,1,9394.21,28.72,9394.21,2698.02,6696.19,6829.22,415.85,356.06,-548.8800000000007,-904.94,-13.51
O002959,P0081,1,496.44,8.16,496.44,40.51,455.93,309.28,234.22,194.93,-87.56999999999996,-282.5,-61.96
O002959,P0036,3,13872.57,5.38,41617.71,2239.03,39378.68,26129.01,147.66,116.12,13102.010000000002,12985.89,32.98
O002960,P0012,1,1254.01,32.0,1254.01,401.28,852.73,823.65,328.27,241.44,-299.18999999999994,-540.63,-63.4
O002960,P0136,3,4887.42,2.76,14662.26,404.68,14257.58,10543.5,671.45,454.55,3042.63,2588.08,18.15
O002960,P0084,2,4981.49,13.97,9962.98,1391.83,8571.15,6348.1,267.94,225.82,1955.1099999999992,1729.29,20.18
O002960,P0009,3,13095.23,3.56,39285.69,1398.57,37887.12,24343.44,68.22,57.79,13475.460000000005,13417.67,35.41
O002961,P0057,2,715.02,8.11,1430.04,115.98,1314.06,942.24,85.6,73.88,286.2199999999999,212.34,16.16
O002962,P0002,2,12946.32,7.04,25892.64,1822.84,24069.8,16791.82,233.55,172.26,7044.429999999999,6872.17,28.55
O002963,P0135,3,266.43,10.79,799.29,86.24,713.05,621.84,106.52,84.12,-15.310000000000073,-99.43,-13.94
O002963,P0007,1,15044.28,9.46,15044.28,1423.19,13621.09,11306.3,142.68,121.83,2172.110000000001,2050.28,15.05
O002964,P0107,2,12272.12,30.95,24544.24,7596.44,16947.8,17327.8,274.27,190.91,-654.27,-845.18,-4.99
O002965,P0004,6,3111.76,25.79,18670.56,4815.14,13855.42,13230.12,248.49,219.72,376.80999999999926,157.09,1.13
O002966,P0132,1,294.93,15.49,294.93,45.68,249.25,211.68,44.83,40.66,-7.260000000000005,-47.92,-19.23
O002967,P0104,1,174.57,2.26,174.57,3.95,170.62,137.1,96.82,66.16,-63.29999999999998,-129.46,-75.88
O002967,P0012,1,1254.01,1.56,1254.01,19.56,1234.45,823.65,180.58,123.52,230.22000000000006,106.7,8.64
O002968,P0110,1,4116.21,25.95,4116.21,1068.16,3048.05,2970.22,480.62,321.65,-402.7899999999996,-724.44,-23.77
O002969,P0030,1,13469.52,8.38,13469.52,1128.75,12340.77,7910.77,38.5,26.63,4391.5,4364.87,35.37
O002970,P0034,1,10596.8,0.52,10596.8,55.1,10541.7,6341.49,177.38,148.78,4022.830000000001,3874.05,36.75
O002970,P0018,1,358.1,20.82,358.1,74.56,283.54,279.48,141.17,95.5,-137.10999999999999,-232.61,-82.04
O002971,P0009,1,13095.23,31.62,13095.23,4140.71,8954.52,8114.48,134.67,119.33,705.3700000000009,586.04,6.54
O002971,P0088,1,13302.92,13.77,13302.92,1831.81,11471.11,10623.83,149.28,110.7,698.0000000000007,587.3,5.12
O002971,P0068,1,7364.4,15.64,7364.4,1151.79,6212.61,4996.74,682.15,518.29,533.7199999999999,15.43,0.25
O002971,P0052,1,10903.09,24.55,10903.09,2676.71,8226.38,7902.41,90.69,77.27,233.27999999999935,156.01,1.9
O002972,P0039,3,336.22,16.67,1008.66,168.14,840.52,586.29,565.6,440.15,-311.37,-751.52,-89.41
O002972,P0038,1,287.13,8.17,287.13,23.46,263.67,169.2,205.39,132.62,-110.91999999999996,-243.54,-92.37
O002972,P0028,1,22191.34,12.47,22191.34,2767.26,19424.08,14206.1,139.97,104.4,5078.010000000001,4973.61,25.61
O002973,P0069,2,4748.37,15.39,9496.74,1461.55,8035.19,6728.16,268.31,237.06,1038.7199999999998,801.66,9.98
O002974,P0007,4,15044.28,8.86,60177.12,5331.69,54845.43,45225.2,248.11,195.44,9372.120000000003,9176.68,16.73
O002975,P0108,4,8356.62,8.75,33426.48,2924.82,30501.66,22231.04,68.39,48.58,8202.23,8153.65,26.73
O002975,P0086,2,3194.84,8.19,6389.68,523.31,5866.37,3903.02,168.31,148.23,1795.04,1646.81,28.07
O002975,P0122,1,27444.4,11.77,27444.4,3230.21,24214.19,25029.77,116.26,77.53,-931.8400000000017,-1009.37,-4.17
O002976,P0016,3,13825.04,6.79,41475.12,2816.16,38658.96,29079.18,221.14,163.85,9358.64,9194.79,23.78
O002976,P0053,1,4435.94,35.0,4435.94,1552.58,2883.36,2608.6,218.21,198.52,56.55000000000021,-141.97,-4.92
O002977,P0014,2,19566.14,8.48,39132.28,3318.42,35813.86,30042.9,819.32,734.84,4951.639999999999,4216.8,11.77
O002978,P0009,1,13095.23,16.93,13095.23,2217.02,10878.21,8114.48,139.75,99.98,2623.9799999999996,2524.0,23.2
O002978,P0069,5,4748.37,12.62,23741.85,2996.22,20745.63,16820.4,679.81,530.61,3245.4199999999996,2714.81,13.09
O002979,P0097,3,3722.23,18.71,11166.69,2089.29,9077.4,8640.48,442.74,329.13,-5.819999999999936,-334.95,-3.69
O002980,P0016,1,13825.04,30.03,13825.04,4151.66,9673.38,9693.06,221.74,175.53,-241.4200000000003,-416.95,-4.31
O002980,P0110,2,4116.21,5.61,8232.42,461.84,7770.58,5940.44,174.66,118.69,1655.4800000000002,1536.79,19.78
O002981,P0018,1,358.1,20.55,358.1,73.59,284.51,279.48,598.93,454.8,-593.9,-1048.7,-368.6
O002982,P0003,5,216.76,4.28,1083.8,46.39,1037.41,901.45,690.51,447.69,-554.55,-1002.24,-96.61
O002983,P0074,3,402.44,32.0,1207.32,386.34,820.98,928.65,105.56,79.65,-213.22999999999996,-292.88,-35.67
O002983,P0005,3,466.92,1.91,1400.76,26.75,1374.01,915.87,128.85,112.3,329.28999999999996,216.99,15.79
O002983,P0073,2,11356.84,18.51,22713.68,4204.3,18509.38,17517.68,217.92,145.32,773.7800000000008,628.46,3.4
O002983,P0030,1,13469.52,6.61,13469.52,890.34,12579.18,7910.77,184.54,164.34,4483.87,4319.53,34.34
O002983,P0017,1,6610.48,17.03,6610.48,1125.76,5484.72,4900.62,1020.01,796.77,-435.9099999999996,-1232.68,-22.47
O002984,P0008,2,6092.87,7.52,12185.74,916.37,11269.37,9912.18,350.46,271.52,1006.7300000000005,735.21,6.52
O002985,P0065,4,345.88,32.0,1383.52,442.73,940.79,825.92,227.93,192.39,-113.06,-305.45,-32.47
O002986,P0001,1,11190.99,15.23,11190.99,1704.39,9486.6,7242.77,539.37,414.19,1704.46,1290.27,13.6
O002986,P0086,1,3194.84,23.03,3194.84,735.77,2459.07,1951.51,140.02,106.74,367.5400000000002,260.8,10.61
O002986,P0004,7,3111.76,13.34,21782.32,2905.76,18876.56,15435.14,891.97,629.22,2549.4500000000016,1920.23,10.17
O002986,P0013,1,4904.4,0.88,4904.4,43.16,4861.24,2863.4,849.18,632.07,1148.6599999999999,516.59,10.63
O002987,P0040,3,3411.56,21.7,10234.68,2220.93,8013.75,8275.14,263.97,169.76,-525.3599999999994,-695.12,-8.67
O002988,P0024,3,1084.37,6.5,3253.11,211.45,3041.66,2655.72,158.97,144.01,226.97000000000006,82.96,2.73
O002988,P0132,4,294.93,18.76,1179.72,221.32,958.4,846.72,55.12,36.13,56.55999999999995,20.43,2.13
O002989,P0015,5,12656.42,21.27,63282.1,13460.1,49822.0,47311.55,318.13,208.22,2192.319999999997,1984.1,3.98
O002990,P0099,1,311.86,12.75,311.86,39.76,272.1,208.17,80.72,71.58,-16.789999999999964,-88.37,-32.48
O002991,P0007,2,15044.28,5.16,30088.56,1552.57,28535.99,22612.6,99.25,80.59,5824.140000000003,5743.55,20.13
O002992,P0054,1,13330.72,2.9,13330.72,386.59,12944.13,9514.58,526.48,379.0,2903.0699999999993,2524.07,19.5
O002993,P0037,1,3389.93,11.41,3389.93,386.79,3003.14,2013.01,128.29,112.78,861.8399999999999,749.06,24.94
O002994,P0065,5,345.88,32.0,1729.4,553.41,1175.99,1032.4,316.99,202.51,-173.4000000000001,-375.91,-31.97
O002994,P0061,1,4727.51,8.18,4727.51,386.71,4340.8,2924.68,634.29,500.64,781.8300000000004,281.19,6.48
O002995,P0086,5,3194.84,13.09,15974.2,2091.02,13883.18,9757.55,103.54,74.97,4022.090000000001,3947.12,28.43
O002995,P0072,1,388.5,7.68,388.5,29.84,358.66,258.88,215.56,158.05,-115.77999999999997,-273.83,-76.35
O002996,P0092,1,169.12,32.0,169.12,54.12,115.0,104.05,229.53,146.19,-218.57999999999998,-364.77,-317.19
O002996,P0112,1,6199.85,29.82,6199.85,1848.8,4351.05,3953.09,173.35,137.18,224.61000000000004,87.43,2.01
O002997,P0063,2,5367.44,15.92,10734.88,1708.99,9025.89,6389.24,294.91,261.27,2341.74,2080.47,23.05
O002997,P0024,1,1084.37,16.56,1084.37,179.57,904.8,885.24,111.5,75.86,-91.94000000000005,-167.8,-18.55
O002998,P0027,2,365.91,5.98,731.82,43.76,688.06,429.96,171.25,128.44,86.84999999999997,-41.59,-6.04
O002999,P0088,2,13302.92,6.77,26605.84,1801.22,24804.62,21247.66,392.26,329.7,3164.699999999999,2835.0,11.43
O003000,P0012,1,1254.01,8.67,1254.01,108.72,1145.29,823.65,167.69,146.47,153.95,7.48,0.65
O003001,P0057,1,715.02,3.38,715.02,24.17,690.85,471.12,313.06,272.09,-93.32999999999998,-365.42,-52.89
O003001,P0014,1,19566.14,10.64,19566.14,2081.84,17484.3,15021.45,597.05,483.39,1865.7999999999986,1382.41,7.91
O003002,P0002,3,12946.32,17.29,38838.96,6715.26,32123.7,25187.73,1205.27,1033.33,5730.700000000001,4697.37,14.62
O003002,P0042,1,8137.8,32.0,8137.8,2604.1,5533.7,6820.54,565.57,434.18,-1852.4100000000003,-2286.59,-41.32
O003002,P0020,2,571.07,1.61,1142.14,18.39,1123.75,896.26,53.88,48.34,173.61,125.27,11.15
O003003,P0097,2,3722.23,32.0,7444.46,2382.23,5062.23,5760.32,566.59,435.41,-1264.6800000000003,-1700.09,-33.58
O003004,P0026,2,479.5,7.27,959.0,69.72,889.28,709.62,383.19,327.89,-203.53000000000003,-531.42,-59.76
O003005,P0106,4,369.52,17.93,1478.08,265.02,1213.06,936.56,118.8,101.36,157.7,56.34,4.64
O003005,P0112,2,6199.85,16.93,12399.7,2099.27,10300.43,7906.18,225.62,146.45,2168.63,2022.18,19.63
O003006,P0107,2,12272.12,4.11,24544.24,1008.77,23535.47,17327.8,646.07,535.48,5561.600000000002,5026.12,21.36
O003007,P0010,2,5075.1,22.53,10150.2,2286.84,7863.36,7111.04,238.95,158.41,513.3699999999997,354.96,4.51
O003007,P0006,1,2884.06,25.67,2884.06,740.34,2143.72,1980.75,143.62,89.59,19.349999999999795,-70.24,-3.28
O003007,P0081,2,496.44,17.75,992.88,176.24,816.64,618.56,620.05,443.18,-421.9699999999999,-865.15,-105.94
O003008,P0094,2,7018.96,9.21,14037.92,1292.89,12745.03,8590.78,720.94,509.11,3433.31,2924.2,22.94
O003009,P0125,1,7385.34,19.22,7385.34,1419.46,5965.88,6636.29,170.22,132.9,-840.6299999999999,-973.53,-16.32
O003010,P0110,3,4116.21,6.18,12348.63,763.15,11585.48,8910.66,440.05,285.82,2234.7699999999995,1948.95,16.82
O003011,P0031,2,804.72,13.23,1609.44,212.93,1396.51,987.66,231.58,200.87,177.27,-23.6,-1.69
O003012,P0015,2,12656.42,20.93,25312.84,5297.98,20014.86,18924.62,170.27,127.44,919.9700000000016,792.53,3.96
O003013,P0019,1,203.14,35.0,203.14,71.1,132.04,156.5,210.86,179.14,-235.32000000000002,-414.46,-313.89
O003013,P0038,5,287.13,5.36,1435.65,76.95,1358.7,846.0,777.42,508.53,-264.7199999999999,-773.25,-56.91
O003013,P0070,2,137.81,32.0,275.62,88.2,187.42,168.52,228.71,185.9,-209.81000000000003,-395.71,-211.14
O003014,P0137,1,223.97,30.47,223.97,68.24,155.73,152.85,141.99,97.93,-139.11,-237.04,-152.21
O003014,P0031,1,804.72,8.54,804.72,68.72,736.0,493.83,694.43,456.25,-452.25999999999993,-908.51,-123.44
O003015,P0054,1,13330.72,11.34,13330.72,1511.7,11819.02,9514.58,235.15,166.26,2069.2900000000004,1903.03,16.1
O003015,P0115,2,1140.38,16.81,2280.76,383.4,1897.36,1352.46,591.44,473.39,-46.54000000000019,-519.93,-27.4
O003015,P0125,1,7385.34,12.36,7385.34,912.83,6472.51,6636.29,551.53,487.5,-715.3099999999997,-1202.81,-18.58
O003016,P0122,1,27444.4,22.24,27444.4,6103.63,21340.77,25029.77,151.53,132.25,-3840.53,-3972.78,-18.62
O003017,P0008,1,6092.87,23.07,6092.87,1405.63,4687.24,4956.09,540.19,380.02,-809.0400000000004,-1189.06,-25.37
O003017,P0117,1,4322.51,32.0,4322.51,1383.2,2939.31,3125.1,515.03,438.79,-700.8199999999999,-1139.61,-38.77
O003017,P0031,3,804.72,11.94,2414.16,288.25,2125.91,1481.49,156.8,137.4,487.61999999999983,350.22,16.47
O003018,P0045,2,1944.97,21.19,3889.94,824.28,3065.66,2535.96,238.51,194.5,291.1899999999998,96.69,3.15
O003019,P0111,2,3837.79,2.69,7675.58,206.47,7469.11,5649.92,198.71,143.04,1620.4799999999996,1477.44,19.78
O003020,P0038,2,287.13,13.78,574.26,79.13,495.13,338.4,657.16,513.84,-500.42999999999995,-1014.27,-204.85
O003020,P0011,2,10003.14,6.42,20006.28,1284.4,18721.88,12491.02,184.86,156.06,6046.000000000001,5889.94,31.46
O003021,P0014,2,19566.14,8.66,39132.28,3388.86,35743.42,30042.9,494.7,410.78,5205.819999999997,4795.04,13.42
O003022,P0036,1,13872.57,3.94,13872.57,546.58,13325.99,8709.67,226.41,194.35,4389.91,4195.56,31.48
O003022,P0080,2,1487.1,8.48,2974.2,252.21,2721.99,2411.82,824.43,607.38,-514.2600000000003,-1121.64,-41.21
O003022,P0015,2,12656.42,12.26,25312.84,3103.35,22209.49,18924.62,146.41,115.22,3138.4600000000028,3023.24,13.61
O003022,P0026,1,479.5,12.59,479.5,60.37,419.13,354.81,43.12,30.72,21.199999999999996,-9.52,-2.27
O003023,P0086,1,3194.84,20.69,3194.84,661.01,2533.83,1951.51,578.16,457.78,4.159999999999968,-453.62,-17.9
O003023,P0017,1,6610.48,15.41,6610.48,1018.67,5591.81,4900.62,407.48,343.41,283.7100000000005,-59.7,-1.07
O003023,P0131,1,1696.1,7.75,1696.1,131.45,1564.65,1093.1,114.73,80.39,356.82000000000016,276.43,17.67
O003023,P0093,3,203.4,7.57,610.2,46.19,564.01,404.76,113.24,94.4,46.010000000000005,-48.39,-8.58
O003024,P0079,2,7119.23,14.2,14238.46,2021.86,12216.6,9917.98,319.05,225.39,1979.5700000000008,1754.18,14.36
O003024,P0005,2,466.92,15.3,933.84,142.88,790.96,610.58,370.15,325.44,-189.76999999999998,-515.21,-65.14
O003025,P0009,2,13095.23,11.38,26190.46,2980.47,23209.99,16228.96,240.6,152.55,6740.430000000002,6587.88,28.38
O003026,P0108,2,8356.62,12.87,16713.24,2150.99,14562.25,11115.52,420.07,352.56,3026.6599999999994,2674.1,18.36
O003026,P0081,1,496.44,13.44,496.44,66.72,429.72,309.28,363.42,264.45,-242.97999999999996,-507.43,-118.08
O003027,P0069,2,4748.37,18.46,9496.74,1753.1,7743.64,6728.16,190.61,141.08,824.8700000000005,683.79,8.83
O003028,P0101,3,4618.3,9.91,13854.9,1373.02,12481.88,9640.98,123.53,97.64,2717.3699999999994,2619.73,20.99
O003028,P0118,1,187.28,17.23,187.28,32.27,155.01,126.8,492.09,383.85,-463.88,-847.73,-546.89
O003029,P0094,1,7018.96,2.67,7018.96,187.41,6831.55,4295.39,115.73,81.16,2420.43,2339.27,34.24
O003030,P0122,1,27444.4,10.78,27444.4,2958.51,24485.89,25029.77,304.49,242.9,-848.370000000001,-1091.27,-4.46
O003030,P0008,1,6092.87,10.42,6092.87,634.88,5457.99,4956.09,149.51,109.94,352.38999999999965,242.45,4.44
O003031,P0084,1,4981.49,24.36,4981.49,1213.49,3768.0,3174.05,125.59,109.18,468.3599999999998,359.18,9.53
O003031,P0098,1,3214.85,8.97,3214.85,288.37,2926.48,2396.04,360.52,242.38,169.92000000000007,-72.46,-2.48
O003032,P0133,3,293.53,14.99,880.59,132.0,748.59,590.85,52.43,46.21,105.31,59.1,7.89
O003033,P0010,1,5075.1,18.44,5075.1,935.85,4139.25,3555.52,72.54,45.65,511.19,465.54,11.25
O003034,P0104,1,174.57,3.27,174.57,5.71,168.86,137.1,90.55,75.05,-58.78999999999998,-133.84,-79.26
O003034,P0086,2,3194.84,5.04,6389.68,322.04,6067.64,3903.02,652.89,469.55,1511.7300000000005,1042.18,17.18
O003035,P0055,2,3314.76,4.83,6629.52,320.21,6309.31,5285.02,533.83,401.96,490.4599999999999,88.5,1.4
O003036,P0107,5,12272.12,15.28,61360.6,9375.9,51984.7,43319.5,508.67,398.44,8156.529999999997,7758.09,14.92
O003037,P0017,1,6610.48,24.43,6610.48,1614.94,4995.54,4900.62,408.34,306.72,-313.4199999999999,-620.14,-12.41
O003038,P0021,7,2035.78,13.21,14250.46,1882.49,12367.97,11441.01,143.08,121.69,783.8799999999991,662.19,5.35
O003039,P0031,1,804.72,2.34,804.72,18.83,785.89,493.83,459.98,398.35,-167.92000000000002,-566.27,-72.05
O003040,P0086,2,3194.84,1.18,6389.68,75.4,6314.28,3903.02,267.47,236.54,2143.79,1907.25,30.21
O003040,P0094,2,7018.96,12.95,14037.92,1817.91,12220.01,8590.78,637.47,429.21,2991.7599999999993,2562.55,20.97
O003041,P0109,4,2918.02,12.84,11672.08,1498.7,10173.38,9730.44,809.04,570.93,-366.1000000000013,-937.03,-9.21
O003042,P0105,4,4639.49,9.79,18557.96,1816.82,16741.14,13455.24,218.29,194.06,3067.6099999999997,2873.55,17.16
O003042,P0057,7,715.02,13.29,5005.14,665.18,4339.96,3297.84,766.61,627.47,275.5099999999999,-351.96,-8.11
O003042,P0002,3,12946.32,18.79,38838.96,7297.84,31541.12,25187.73,111.65,98.36,6241.74,6143.38,19.48
O003043,P0112,1,6199.85,16.4,6199.85,1016.78,5183.07,3953.09,338.63,210.44,891.3499999999996,680.91,13.14
O003043,P0011,7,10003.14,19.48,70021.98,13640.28,56381.7,43718.57,54.62,37.37,12608.509999999997,12571.14,22.3
O003044,P0051,1,8998.6,25.36,8998.6,2282.04,6716.56,7129.53,287.05,191.03,-700.0199999999993,-891.05,-13.27
O003044,P0017,4,6610.48,12.54,26441.92,3315.82,23126.1,19602.48,140.38,125.21,3383.239999999999,3258.03,14.09
O003044,P0072,3,388.5,17.8,1165.5,207.46,958.04,776.64,50.17,33.8,131.22999999999996,97.43,10.17
O003045,P0006,3,2884.06,5.97,8652.18,516.54,8135.64,5942.25,802.47,522.26,1390.9200000000003,868.66,10.68
O003046,P0131,1,1696.1,14.86,1696.1,252.04,1444.06,1093.1,159.21,121.31,191.75000000000003,70.44,4.88
O003047,P0075,2,663.9,9.25,1327.8,122.82,1204.98,878.0,98.09,79.2,228.89000000000001,149.69,12.42
O003047,P0099,1,311.86,15.71,311.86,48.99,262.87,208.17,662.83,446.29,-608.13,-1054.42,-401.12
O003048,P0025,4,13550.39,6.88,54201.56,3729.07,50472.49,36687.08,644.91,463.53,13140.499999999996,12676.97,25.12
O003049,P0029,4,9394.21,13.51,37576.84,5076.63,32500.21,27316.88,278.73,221.29,4904.5999999999985,4683.31,14.41
O003050,P0011,1,10003.14,29.74,10003.14,2974.93,7028.21,6245.51,78.98,69.55,703.7199999999998,634.17,9.02
O003050,P0008,3,6092.87,24.63,18278.61,4502.02,13776.59,14868.27,446.05,305.9,-1537.7300000000002,-1843.63,-13.38
O003051,P0017,2,6610.48,35.0,13220.96,4627.34,8593.62,9801.24,646.47,581.23,-1854.089999999999,-2435.32,-28.34
O003051,P0084,6,4981.49,7.75,29888.94,2316.39,27572.55,19044.3,522.67,395.1,8005.58,7610.48,27.6
O003052,P0062,1,583.23,12.88,583.23,75.12,508.11,387.52,143.74,107.51,-23.149999999999977,-130.66,-25.71
O003053,P0060,7,5164.73,7.54,36153.11,2725.94,33427.17,25641.91,104.25,68.21,7681.009999999998,7612.8,22.77
O003054,P0111,1,3837.79,8.79,3837.79,337.34,3500.45,2824.96,359.88,319.14,315.6099999999998,-3.53,-0.1
O003055,P0035,2,3467.9,5.48,6935.8,380.08,6555.72,5391.7,262.35,167.1,901.6700000000004,734.57,11.21
O003056,P0026,1,479.5,13.7,479.5,65.69,413.81,354.81,275.41,176.1,-216.41000000000003,-392.51,-94.85
O003056,P0061,1,4727.51,5.4,4727.51,255.29,4472.22,2924.68,73.41,46.08,1474.1300000000003,1428.05,31.93
O003057,P0009,1,13095.23,11.9,13095.23,1558.33,11536.9,8114.48,127.71,96.84,3294.71,3197.87,27.72
O003057,P0111,1,3837.79,35.0,3837.79,1343.23,2494.56,2824.96,152.4,129.72,-482.80000000000007,-612.52,-24.55
O003058,P0026,1,479.5,13.04,479.5,62.53,416.97,354.81,306.32,249.9,-244.15999999999997,-494.06,-118.49
O003059,P0005,1,466.92,5.79,466.92,27.03,439.89,305.29,612.03,457.87,-477.43,-935.3,-212.62
O003059,P0003,1,216.76,8.37,216.76,18.14,198.62,180.29,84.15,61.6,-65.82,-127.42,-64.15
O003060,P0038,1,287.13,2.31,287.13,6.63,280.5,169.2,110.74,73.51,0.5600000000000165,-72.95,-26.01
O003061,P0041,1,10224.7,19.23,10224.7,1966.21,8258.49,8532.83,166.55,106.72,-440.89000000000016,-547.61,-6.63
O003061,P0081,1,496.44,12.98,496.44,64.44,432.0,309.28,88.45,58.38,34.270000000000024,-24.11,-5.58
O003062,P0099,3,311.86,7.43,935.58,69.51,866.07,624.51,331.91,227.02,-90.34999999999997,-317.37,-36.64
O003062,P0088,2,13302.92,28.24,26605.84,7513.49,19092.35,21247.66,285.44,218.19,-2440.7500000000014,-2658.94,-13.93
O003063,P0010,1,5075.1,17.7,5075.1,898.29,4176.81,3555.52,280.64,189.67,340.65000000000043,150.98,3.61
O003063,P0067,4,311.59,30.79,1246.36,383.75,862.61,944.48,396.65,250.53,-478.52,-729.05,-84.52
O003063,P0076,3,393.31,2.33,1179.93,27.49,1152.44,914.1,114.04,101.76,124.30000000000003,22.54,1.96
O003064,P0009,2,13095.23,32.0,26190.46,8380.95,17809.51,16228.96,199.55,137.94,1380.9999999999993,1243.06,6.98
O003064,P0008,2,6092.87,14.7,12185.74,1791.3,10394.44,9912.18,68.75,57.62,413.5100000000002,355.89,3.42
O003064,P0138,3,4759.13,8.36,14277.39,1193.59,13083.8,11591.73,154.8,121.32,1337.2699999999998,1215.95,9.29
O003065,P0133,1,293.53,18.08,293.53,53.07,240.46,196.95,748.62,495.23,-705.11,-1200.34,-499.18
O003065,P0021,1,2035.78,10.69,2035.78,217.62,1818.16,1634.43,211.55,157.99,-27.819999999999993,-185.81,-10.22
O003066,P0101,4,4618.3,4.94,18473.2,912.58,17560.62,12854.64,229.45,206.86,4476.53,4269.67,24.31
O003066,P0009,2,13095.23,5.19,26190.46,1359.28,24831.18,16228.96,46.54,36.08,8555.68,8519.6,34.31
O003066,P0139,1,164.91,3.27,164.91,5.39,159.52,121.52,528.24,402.71,-490.24,-892.95,-559.77
O003067,P0004,2,3111.76,24.68,6223.52,1535.96,4687.56,4410.04,235.78,169.6,41.740000000000435,-127.86,-2.73
O003067,P0027,3,365.91,7.35,1097.73,80.68,1017.05,644.94,103.78,66.5,268.3299999999999,201.83,19.84
O003067,P0018,2,358.1,17.23,716.2,123.4,592.8,558.96,179.64,162.71,-145.80000000000007,-308.51,-52.04
O003068,P0003,5,216.76,11.02,1083.8,119.43,964.37,901.45,123.17,100.2,-60.25000000000004,-160.45,-16.64
O003069,P0047,3,5040.51,2.45,15121.53,370.48,14751.05,10111.23,418.16,311.16,4221.66,3910.5,26.51
O003069,P0121,1,3270.86,1.5,3270.86,49.06,3221.8,2948.43,153.5,108.21,119.87000000000035,11.66,0.36
O003069,P0020,2,571.07,32.0,1142.14,365.48,776.66,896.26,43.12,32.13,-162.72000000000003,-194.85,-25.09
O003070,P0099,4,311.86,14.69,1247.44,183.25,1064.19,832.68,102.67,69.11,128.8400000000001,59.73,5.61
O003071,P0007,2,15044.28,32.0,30088.56,9628.34,20460.22,22612.6,228.0,157.82,-2380.3799999999974,-2538.2,-12.41
O003071,P0039,4,336.22,6.8,1344.88,91.45,1253.43,781.72,196.95,142.98,274.76000000000005,131.78,10.51
O003071,P0005,2,466.92,21.22,933.84,198.16,735.68,610.58,318.12,283.06,-193.0200000000001,-476.08,-64.71
O003071,P0040,4,3411.56,25.79,13646.24,3519.37,10126.87,11033.52,337.43,255.13,-1244.0799999999997,-1499.21,-14.8
O003072,P0034,3,10596.8,5.34,31790.4,1697.61,30092.79,19024.47,96.84,76.57,10971.48,10894.91,36.2
O003072,P0023,1,586.97,9.63,586.97,56.53,530.44,437.81,483.73,322.32,-391.09999999999997,-713.42,-134.5
O003073,P0063,3,5367.44,10.55,16102.32,1698.79,14403.53,9583.86,808.78,506.53,4010.8900000000003,3504.36,24.33
O003073,P0041,1,10224.7,28.45,10224.7,2908.93,7315.77,8532.83,1028.29,758.85,-2245.3499999999995,-3004.2,-41.06
O003074,P0008,2,6092.87,20.78,12185.74,2532.2,9653.54,9912.18,223.83,160.0,-482.46999999999946,-642.47,-6.66
O003075,P0031,4,804.72,9.68,3218.88,311.59,2907.29,1975.32,135.71,118.24,796.26,678.02,23.32
O003075,P0001,3,11190.99,2.95,33572.97,990.4,32582.57,21728.31,128.16,107.36,10726.099999999999,10618.74,32.59
O003075,P0014,1,19566.14,5.96,19566.14,1166.14,18400.0,15021.45,458.27,378.61,2920.2799999999993,2541.67,13.81
O003076,P0108,1,8356.62,6.9,8356.62,576.61,7780.01,5557.76,158.67,126.62,2063.58,1936.96,24.9
O003076,P0007,1,15044.28,6.49,15044.28,976.37,14067.91,11306.3,171.49,135.38,2590.120000000001,2454.74,17.45
O003077,P0034,2,10596.8,8.98,21193.6,1903.19,19290.41,12682.98,66.96,44.2,6540.47,6496.27,33.68
O003077,P0037,1,3389.93,3.87,3389.93,131.19,3258.74,2013.01,590.72,388.69,655.0099999999998,266.32,8.17
O003078,P0126,3,3406.48,13.38,10219.44,1367.36,8852.08,9361.05,141.46,102.94,-650.4299999999994,-753.37,-8.51
O003079,P0064,4,611.19,24.07,2444.76,588.45,1856.31,1659.88,299.23,263.01,-102.80000000000018,-365.81,-19.71
O003080,P0055,1,3314.76,9.79,3314.76,324.52,2990.24,2642.51,204.66,156.13,143.06999999999957,-13.06,-0.44
O003081,P0016,2,13825.04,8.19,27650.08,2264.54,25385.54,19386.12,92.59,60.53,5906.830000000002,5846.3,23.03
O003081,P0131,3,1696.1,16.21,5088.3,824.81,4263.49,3279.3,337.09,259.8,647.0999999999997,387.3,9.08
O003081,P0110,3,4116.21,25.98,12348.63,3208.17,9140.46,8910.66,611.87,503.23,-382.07000000000073,-885.3,-9.69
O003082,P0096,3,354.67,5.92,1064.01,62.99,1001.02,773.04,453.8,361.76,-225.82,-587.58,-58.7
