snapshot_date,product_id,inventory_units,reorder_level,inventory_value
2023-07-01,P0020,286,74,128165.18
2023-08-01,P0020,202,37,90522.26
2023-09-01,P0020,295,39,132198.35
2023-10-01,P0020,270,27,120995.1
2023-11-01,P0020,268,74,120098.84
2023-12-01,P0020,318,47,142505.34
2024-01-01,P0020,308,45,138024.04
2024-02-01,P0020,354,71,158638.02
2024-03-01,P0020,247,23,110688.11
2024-04-01,P0020,275,71,123235.75
2024-05-01,P0020,282,71,126372.66
2024-06-01,P0020,309,24,138472.17
2024-07-01,P0020,294,43,131750.22
2024-08-01,P0020,245,80,109791.85
2024-09-01,P0020,275,63,123235.75
2024-10-01,P0020,274,55,122787.62
2024-11-01,P0020,257,64,115169.41
2024-12-01,P0020,284,53,127268.92
2025-01-01,P0020,318,38,142505.34
2025-02-01,P0020,256,64,114721.28
2025-03-01,P0020,311,49,139368.43
2025-04-01,P0020,269,51,120546.97
2025-05-01,P0020,257,83,115169.41
2025-06-01,P0020,275,23,123235.75
2025-07-01,P0020,361,60,161774.93
2025-08-01,P0020,236,51,105758.68
2025-09-01,P0020,310,24,138920.3
2025-10-01,P0020,288,90,129061.44
2025-11-01,P0020,306,31,137127.78
2025-12-01,P0020,299,75,133990.87
2023-01-01,P0021,346,60,565512.78
2023-02-01,P0021,345,81,563878.35
2023-03-01,P0021,280,90,457640.4
2023-04-01,P0021,317,77,518114.31
2023-05-01,P0021,389,39,635793.27
2023-06-01,P0021,366,46,598201.38
2023-07-01,P0021,289,22,472350.27
2023-08-01,P0021,326,78,532824.18
2023-09-01,P0021,345,56,563878.35
2023-10-01,P0021,378,59,617814.54
2023-11-01,P0021,279,63,456005.97
2023-12-01,P0021,411,84,671750.73
2024-01-01,P0021,300,45,490329.0
2024-02-01,P0021,266,26,434758.38
2024-03-01,P0021,319,64,521383.17
2024-04-01,P0021,320,32,523017.6
2024-05-01,P0021,292,37,477253.56
2024-06-01,P0021,280,43,457640.4
2024-07-01,P0021,388,23,634158.84
2024-08-01,P0021,369,71,603104.67
2024-09-01,P0021,341,44,557340.63
2024-10-01,P0021,396,88,647234.28
2024-11-01,P0021,331,76,540996.33
2024-12-01,P0021,285,27,465812.55
2025-01-01,P0021,411,77,671750.73
2025-02-01,P0021,326,88,532824.18
2025-03-01,P0021,380,31,621083.4
2025-04-01,P0021,233,64,380822.19
2025-05-01,P0021,361,43,590029.23
2025-06-01,P0021,404,29,660309.72
2025-07-01,P0021,222,87,362843.46
2025-08-01,P0021,345,35,563878.35
2025-09-01,P0021,235,68,384091.05
2025-10-01,P0021,348,80,568781.64
2025-11-01,P0021,417,81,681557.31
2025-12-01,P0021,260,62,424951.8
2023-01-01,P0022,94,67,930423.28
2023-02-01,P0022,136,77,1346144.32
2023-03-01,P0022,98,56,970015.76
2023-04-01,P0022,95,70,940321.4
2023-05-01,P0022,106,53,1049200.72
2023-06-01,P0022,77,30,762155.24
2023-07-01,P0022,85,65,841340.2
2023-08-01,P0022,125,79,1237265.0
2023-09-01,P0022,75,52,742359.0
2023-10-01,P0022,110,89,1088793.2
2023-11-01,P0022,88,21,871034.56
2023-12-01,P0022,138,84,1365940.56
2024-01-01,P0022,109,69,1078895.08
2024-02-01,P0022,82,69,811645.84
2024-03-01,P0022,116,44,1148181.92
2024-04-01,P0022,59,30,583989.08
2024-05-01,P0022,60,75,593887.2
2024-06-01,P0022,87,56,861136.44
2024-07-01,P0022,124,87,1227366.88
2024-08-01,P0022,122,66,1207570.64
2024-09-01,P0022,111,49,1098691.32
2024-10-01,P0022,122,63,1207570.64
2024-11-01,P0022,95,49,940321.4
2024-12-01,P0022,102,72,1009608.24
2025-01-01,P0022,108,35,1068996.96
2025-02-01,P0022,109,27,1078895.08
2025-03-01,P0022,121,51,1197672.52
2025-04-01,P0022,117,88,1158080.04
2025-05-01,P0022,97,76,960117.64
2025-06-01,P0022,128,58,1266959.36
2025-07-01,P0022,131,90,1296653.72
2025-08-01,P0022,100,77,989812.0
2025-09-01,P0022,116,32,1148181.92
2025-10-01,P0022,96,69,950219.52
2025-11-01,P0022,118,52,1167978.16
2025-12-01,P0022,96,58,950219.52
2023-01-01,P0023,265,71,116019.65
2023-02-01,P0023,238,23,104198.78
2023-03-01,P0023,213,38,93253.53
2023-04-01,P0023,199,27,87124.19
2023-05-01,P0023,178,25,77930.18
2023-06-01,P0023,127,62,55601.87
2023-07-01,P0023,274,46,119959.94
2023-08-01,P0023,228,51,99820.68
2023-09-01,P0023,169,34,73989.89
2023-10-01,P0023,205,74,89751.05
2023-11-01,P0023,236,56,103323.16
2023-12-01,P0023,197,21,86248.57
2024-01-01,P0023,271,26,118646.51
2024-02-01,P0023,199,79,87124.19
2024-03-01,P0023,191,69,83621.71
2024-04-01,P0023,209,67,91502.29
2024-05-01,P0023,231,85,101134.11
2024-06-01,P0023,221,28,96756.01
2024-07-01,P0023,230,57,100696.3
2024-08-01,P0023,233,77,102009.73
2024-09-01,P0023,188,70,82308.28
2024-10-01,P0023,290,66,126964.9
2024-11-01,P0023,249,30,109014.69
2024-12-01,P0023,237,20,103760.97
2025-01-01,P0023,244,32,106825.64
2025-02-01,P0023,253,81,110765.93
2025-03-01,P0023,246,55,107701.26
2025-04-01,P0023,224,48,98069.44
2025-05-01,P0023,225,86,98507.25
2025-06-01,P0023,220,44,96318.2
2025-07-01,P0023,180,79,78805.8
2025-08-01,P0023,195,77,85372.95
2025-09-01,P0023,285,84,124775.85
2025-10-01,P0023,202,64,88437.62
2025-11-01,P0023,233,80,102009.73
2025-12-01,P0023,141,23,61731.21
2023-01-01,P0024,261,53,231047.64
2023-02-01,P0024,275,81,243441.0
2023-03-01,P0024,328,27,290358.72
2023-04-01,P0024,273,76,241670.52
2023-05-01,P0024,340,77,300981.6
2023-06-01,P0024,291,77,257604.84
2023-07-01,P0024,336,27,297440.64
2023-08-01,P0024,258,23,228391.92
2023-09-01,P0024,333,57,294784.92
2023-10-01,P0024,279,38,246981.96
2023-11-01,P0024,329,65,291243.96
2023-12-01,P0024,180,39,159343.2
2024-01-01,P0024,244,79,215998.56
2024-02-01,P0024,372,68,329309.28
2024-03-01,P0024,165,67,146064.6
2024-04-01,P0024,253,61,223965.72
2024-05-01,P0024,321,49,284162.04
2024-06-01,P0024,294,57,260260.56
2024-07-01,P0024,288,35,254949.12
2024-08-01,P0024,272,26,240785.28
2024-09-01,P0024,243,79,215113.32
2024-10-01,P0024,328,56,290358.72
2024-11-01,P0024,291,59,257604.84
2024-12-01,P0024,332,48,293899.68
2025-01-01,P0024,209,26,185015.16
2025-02-01,P0024,330,44,292129.2
2025-03-01,P0024,233,42,206260.92
2025-04-01,P0024,170,22,150490.8
2025-05-01,P0024,237,90,209801.88
2025-06-01,P0024,332,34,293899.68
2025-07-01,P0024,266,53,235473.84
2025-08-01,P0024,210,23,185900.4
2025-09-01,P0024,308,30,272653.92
2025-10-01,P0024,300,86,265572.0
2025-11-01,P0024,331,55,293014.44
2025-12-01,P0024,283,34,250522.92
2023-01-01,P0025,331,71,3035855.87
2023-02-01,P0025,293,58,2687328.61
2023-03-01,P0025,295,43,2705672.15
2023-04-01,P0025,367,38,3366039.59
2023-05-01,P0025,347,45,3182604.19
2023-06-01,P0025,329,67,3017512.33
2023-07-01,P0025,278,74,2549752.06
2023-08-01,P0025,261,23,2393831.97
2023-09-01,P0025,316,64,2898279.32
2023-10-01,P0025,257,46,2357144.89
2023-11-01,P0025,399,73,3659536.23
2023-12-01,P0025,314,40,2879935.78
2024-01-01,P0025,401,58,3677879.77
2024-02-01,P0025,395,85,3622849.15
2024-03-01,P0025,341,82,3127573.57
2024-04-01,P0025,268,61,2458034.36
2024-05-01,P0025,176,56,1614231.52
2024-06-01,P0025,379,85,3476100.83
2024-07-01,P0025,377,41,3457757.29
2024-08-01,P0025,387,57,3549474.99
2024-09-01,P0025,311,86,2852420.47
2024-10-01,P0025,247,76,2265427.19
2024-11-01,P0025,262,34,2403003.74
2024-12-01,P0025,349,39,3200947.73
2025-01-01,P0025,367,73,3366039.59
2025-02-01,P0025,359,50,3292665.43
2025-03-01,P0025,387,56,3549474.99
2025-04-01,P0025,371,40,3402726.67
2025-05-01,P0025,332,73,3045027.64
2025-06-01,P0025,355,78,3255978.35
2025-07-01,P0025,326,38,2989997.02
2025-08-01,P0025,264,54,2421347.28
2025-09-01,P0025,299,47,2742359.23
2025-10-01,P0025,290,81,2659813.3
2025-11-01,P0025,292,31,2678156.84
2025-12-01,P0025,464,57,4255701.28
2023-01-01,P0026,47,85,16676.07
2023-02-01,P0026,46,43,16321.26
2023-03-01,P0026,42,72,14902.02
2023-04-01,P0026,55,71,19514.55
2023-05-01,P0026,51,51,18095.31
2023-06-01,P0026,44,31,15611.64
2023-07-01,P0026,46,90,16321.26
2023-08-01,P0026,58,40,20578.98
2023-09-01,P0026,40,20,14192.4
2023-10-01,P0026,44,33,15611.64
2023-11-01,P0026,51,61,18095.31
2023-12-01,P0026,51,52,18095.31
2024-01-01,P0026,55,57,19514.55
2024-02-01,P0026,42,23,14902.02
2024-03-01,P0026,31,28,10999.11
2024-04-01,P0026,48,58,17030.88
2024-05-01,P0026,44,21,15611.64
2024-06-01,P0026,43,33,15256.83
2024-07-01,P0026,51,62,18095.31
2024-08-01,P0026,25,37,8870.25
2024-09-01,P0026,46,61,16321.26
2024-10-01,P0026,52,27,18450.12
2024-11-01,P0026,50,47,17740.5
2024-12-01,P0026,41,25,14547.21
2025-01-01,P0026,64,26,22707.84
2025-02-01,P0026,54,70,19159.74
2025-03-01,P0026,53,53,18804.93
2025-04-01,P0026,58,69,20578.98
2025-05-01,P0026,49,52,17385.69
2025-06-01,P0026,56,32,19869.36
2025-07-01,P0026,47,83,16676.07
2025-08-01,P0026,49,51,17385.69
2025-09-01,P0026,51,32,18095.31
2025-10-01,P0026,55,45,19514.55
2025-11-01,P0026,41,63,14547.21
2025-12-01,P0026,33,89,11708.73
2023-01-01,P0027,43,56,9244.14
2023-02-01,P0027,50,63,10749.0
2023-03-01,P0027,57,69,12253.86
2023-04-01,P0027,64,80,13758.72
2023-05-01,P0027,63,40,13543.74
2023-06-01,P0027,54,68,11608.92
2023-07-01,P0027,51,87,10963.98
2023-08-01,P0027,52,30,11178.96
2023-09-01,P0027,57,28,12253.86
2023-10-01,P0027,52,32,11178.96
2023-11-01,P0027,44,23,9459.12
2023-12-01,P0027,60,57,12898.8
2024-01-01,P0027,57,29,12253.86
2024-02-01,P0027,60,52,12898.8
2024-03-01,P0027,63,63,13543.74
2024-04-01,P0027,50,29,10749.0
2024-05-01,P0027,38,77,8169.24
2024-06-01,P0027,35,59,7524.3
2024-07-01,P0027,53,27,11393.94
2024-08-01,P0027,63,72,13543.74
2024-09-01,P0027,46,53,9889.08
2024-10-01,P0027,63,75,13543.74
2024-11-01,P0027,35,45,7524.3
2024-12-01,P0027,38,65,8169.24
2025-01-01,P0027,26,30,5589.48
2025-02-01,P0027,44,30,9459.12
2025-03-01,P0027,49,56,10534.02
2025-04-01,P0027,45,21,9674.1
2025-05-01,P0027,47,32,10104.06
2025-06-01,P0027,54,26,11608.92
2025-07-01,P0027,60,86,12898.8
2025-08-01,P0027,47,58,10104.06
2025-09-01,P0027,65,65,13973.7
2025-10-01,P0027,42,47,9029.16
2025-11-01,P0027,46,51,9889.08
2025-12-01,P0027,62,28,13328.76
2023-01-01,P0028,89,60,1264342.9
2023-02-01,P0028,153,67,2173533.3
2023-03-01,P0028,109,76,1548464.9
2023-04-01,P0028,120,30,1704732.0
2023-05-01,P0028,112,79,1591083.2
2023-06-01,P0028,117,58,1662113.7
2023-07-01,P0028,127,50,1804174.7
2023-08-01,P0028,135,72,1917823.5
2023-09-01,P0028,139,63,1974647.9
2023-10-01,P0028,150,61,2130915.0
2023-11-01,P0028,129,48,1832586.9
2023-12-01,P0028,154,37,2187739.4
2024-01-01,P0028,156,51,2216151.6
2024-02-01,P0028,153,39,2173533.3
2024-03-01,P0028,146,76,2074090.6
2024-04-01,P0028,150,49,2130915.0
2024-05-01,P0028,132,44,1875205.2
2024-06-01,P0028,137,78,1946235.7
2024-07-01,P0028,171,35,2429243.1
2024-08-01,P0028,143,87,2031472.3
2024-09-01,P0028,134,21,1903617.4
2024-10-01,P0028,118,43,1676319.8
2024-11-01,P0028,166,63,2358212.6
2024-12-01,P0028,164,25,2329800.4
2025-01-01,P0028,159,36,2258769.9
2025-02-01,P0028,118,39,1676319.8
2025-03-01,P0028,154,74,2187739.4
2025-04-01,P0028,138,70,1960441.8
2025-05-01,P0028,157,66,2230357.7
2025-06-01,P0028,170,38,2415037.0
2025-07-01,P0028,102,89,1449022.2
2025-08-01,P0028,140,41,1988854.0
2025-09-01,P0028,169,71,2400830.9
2025-10-01,P0028,223,56,3167960.3
2025-11-01,P0028,130,89,1846793.0
2025-12-01,P0028,117,33,1662113.7
2023-01-01,P0029,105,35,717068.1
2023-02-01,P0029,219,39,1495599.18
2023-03-01,P0029,167,38,1140479.74
2023-04-01,P0029,123,52,839994.06
2023-05-01,P0029,184,47,1256576.48
2023-06-01,P0029,127,21,867310.94
2023-07-01,P0029,177,53,1208771.94
2023-08-01,P0029,146,68,997066.12
2023-09-01,P0029,168,84,1147308.96
2023-10-01,P0029,181,60,1236088.82
2023-11-01,P0029,177,75,1208771.94
2023-12-01,P0029,112,58,764872.64
2024-01-01,P0029,190,56,1297551.8
2024-02-01,P0029,135,30,921944.7
2024-03-01,P0029,128,44,874140.16
2024-04-01,P0029,130,36,887798.6
2024-05-01,P0029,114,42,778531.08
2024-06-01,P0029,230,27,1570720.6
2024-07-01,P0029,147,81,1003895.34
2024-08-01,P0029,119,29,812677.18
2024-09-01,P0029,193,25,1318039.46
2024-10-01,P0029,129,89,880969.38
2024-11-01,P0029,153,52,1044870.66
2024-12-01,P0029,183,38,1249747.26
2025-01-01,P0029,150,65,1024383.0
2025-02-01,P0029,174,68,1188284.28
2025-03-01,P0029,152,65,1038041.44
2025-04-01,P0029,144,39,983407.68
2025-05-01,P0029,163,89,1113162.86
2025-06-01,P0029,146,56,997066.12
2025-07-01,P0029,176,84,1201942.72
2025-08-01,P0029,147,86,1003895.34
2025-09-01,P0029,126,34,860481.72
2025-10-01,P0029,197,65,1345356.34
2025-11-01,P0029,176,27,1201942.72
2025-12-01,P0029,131,75,894627.82
2023-01-01,P0030,309,28,2444427.93
2023-02-01,P0030,428,36,3385809.56
2023-03-01,P0030,410,39,3243415.7
2023-04-01,P0030,452,42,3575668.04
2023-05-01,P0030,203,29,1605886.31
2023-06-01,P0030,386,53,3053557.22
2023-07-01,P0030,527,41,4168975.79
2023-08-01,P0030,287,70,2270390.99
2023-09-01,P0030,304,59,2404874.08
2023-10-01,P0030,466,86,3686418.82
2023-11-01,P0030,498,55,3939563.46
2023-12-01,P0030,401,79,3172218.77
2024-01-01,P0030,444,73,3512381.88
2024-02-01,P0030,353,53,2792501.81
2024-03-01,P0030,424,28,3354166.48
2024-04-01,P0030,459,79,3631043.43
2024-05-01,P0030,321,50,2539357.17
2024-06-01,P0030,291,30,2302034.07
2024-07-01,P0030,360,54,2847877.2
2024-08-01,P0030,451,32,3567757.27
2024-09-01,P0030,458,27,3623132.66
2024-10-01,P0030,293,84,2317855.61
2024-11-01,P0030,528,87,4176886.56
2024-12-01,P0030,467,82,3694329.59
2025-01-01,P0030,405,88,3203861.85
2025-02-01,P0030,316,48,2499803.32
2025-03-01,P0030,448,59,3544024.96
2025-04-01,P0030,329,71,2602643.33
2025-05-01,P0030,359,32,2839966.43
2025-06-01,P0030,376,90,2974449.52
2025-07-01,P0030,391,85,3093111.07
2025-08-01,P0030,447,59,3536114.19
2025-09-01,P0030,382,64,3021914.14
2025-10-01,P0030,432,43,3417452.64
2025-11-01,P0030,269,52,2127997.13
2025-12-01,P0030,496,51,3923741.92
2023-01-01,P0031,224,60,110617.92
2023-02-01,P0031,196,38,96790.68
2023-03-01,P0031,195,58,96296.85
2023-04-01,P0031,177,49,87407.91
2023-05-01,P0031,192,71,94815.36
2023-06-01,P0031,159,85,78518.97
2023-07-01,P0031,176,20,86914.08
2023-08-01,P0031,186,30,91852.38
2023-09-01,P0031,128,82,63210.24
2023-10-01,P0031,229,27,113087.07
2023-11-01,P0031,189,90,93333.87
2023-12-01,P0031,203,46,100247.49
2024-01-01,P0031,180,89,88889.4
2024-02-01,P0031,200,79,98766.0
2024-03-01,P0031,134,80,66173.22
2024-04-01,P0031,220,21,108642.6
2024-05-01,P0031,127,24,62716.41
2024-06-01,P0031,160,54,79012.8
2024-07-01,P0031,212,21,104691.96
2024-08-01,P0031,235,89,116050.05
2024-09-01,P0031,238,62,117531.54
2024-10-01,P0031,214,44,105679.62
2024-11-01,P0031,194,43,95803.02
2024-12-01,P0031,261,34,128889.63
2025-01-01,P0031,192,80,94815.36
2025-02-01,P0031,161,65,79506.63
2025-03-01,P0031,163,79,80494.29
2025-04-01,P0031,158,65,78025.14
2025-05-01,P0031,184,28,90864.72
2025-06-01,P0031,201,56,99259.83
2025-07-01,P0031,149,71,73580.67
2025-08-01,P0031,144,67,71111.52
2025-09-01,P0031,174,55,85926.42
2025-10-01,P0031,189,68,93333.87
2025-11-01,P0031,175,21,86420.25
2025-12-01,P0031,159,83,78518.97
2023-01-01,P0032,226,88,184330.12
2023-02-01,P0032,246,38,200642.52
2023-03-01,P0032,197,45,160677.14
2023-04-01,P0032,269,33,219401.78
2023-05-01,P0032,281,57,229189.22
2023-06-01,P0032,211,66,172095.82
2023-07-01,P0032,148,77,120711.76
2023-08-01,P0032,262,75,213692.44
2023-09-01,P0032,206,35,168017.72
2023-10-01,P0032,298,34,243054.76
2023-11-01,P0032,280,26,228373.6
2023-12-01,P0032,160,39,130499.2
2024-01-01,P0032,235,43,191670.7
2024-02-01,P0032,249,65,203089.38
2024-03-01,P0032,211,30,172095.82
2024-04-01,P0032,276,57,225111.12
2024-05-01,P0032,154,57,125605.48
2024-06-01,P0032,216,71,176173.92
2024-07-01,P0032,234,55,190855.08
2024-08-01,P0032,326,89,265892.12
2024-09-01,P0032,239,58,194933.18
2024-10-01,P0032,203,31,165570.86
2024-11-01,P0032,284,48,231636.08
2024-12-01,P0032,179,41,145995.98
2025-01-01,P0032,201,74,163939.62
2025-02-01,P0032,262,77,213692.44
2025-03-01,P0032,259,28,211245.58
2025-04-01,P0032,194,81,158230.28
2025-05-01,P0032,291,50,237345.42
2025-06-01,P0032,242,42,197380.04
2025-07-01,P0032,332,88,270785.84
2025-08-01,P0032,261,67,212876.82
2025-09-01,P0032,244,85,199011.28
2025-10-01,P0032,307,71,250395.34
2025-11-01,P0032,238,54,194117.56
2025-12-01,P0032,229,43,186776.98
2023-01-01,P0033,223,28,189846.59
2023-02-01,P0033,300,61,255399.0
2023-03-01,P0033,342,77,291154.86
2023-04-01,P0033,198,24,168563.34
2023-05-01,P0033,271,34,230710.43
2023-06-01,P0033,233,68,198359.89
2023-07-01,P0033,327,50,278384.91
2023-08-01,P0033,332,57,282641.56
2023-09-01,P0033,306,48,260506.98
2023-10-01,P0033,182,70,154942.06
2023-11-01,P0033,211,71,179630.63
2023-12-01,P0033,234,60,199211.22
2024-01-01,P0033,230,33,195805.9
2024-02-01,P0033,251,30,213683.83
2024-03-01,P0033,306,36,260506.98
2024-04-01,P0033,297,36,252845.01
2024-05-01,P0033,231,80,196657.23
2024-06-01,P0033,253,59,215386.49
2024-07-01,P0033,316,77,269020.28
2024-08-01,P0033,272,46,231561.76
2024-09-01,P0033,272,28,231561.76
2024-10-01,P0033,325,87,276682.25
2024-11-01,P0033,224,81,190697.92
2024-12-01,P0033,346,56,294560.18
2025-01-01,P0033,300,23,255399.0
2025-02-01,P0033,302,71,257101.66
2025-03-01,P0033,219,37,186441.27
2025-04-01,P0033,318,33,270722.94
2025-05-01,P0033,302,64,257101.66
2025-06-01,P0033,248,37,211129.84
2025-07-01,P0033,260,83,221345.8
2025-08-01,P0033,239,51,203467.87
2025-09-01,P0033,217,89,184738.61
2025-10-01,P0033,216,31,183887.28
2025-11-01,P0033,205,89,174522.65
2025-12-01,P0033,258,66,219643.14
2023-01-01,P0034,209,71,1325371.41
2023-02-01,P0034,213,62,1350737.37
2023-03-01,P0034,236,59,1496591.64
2023-04-01,P0034,142,67,900491.58
2023-05-01,P0034,236,77,1496591.64
2023-06-01,P0034,253,32,1604396.97
2023-07-01,P0034,219,83,1388786.31
2023-08-01,P0034,240,66,1521957.6
2023-09-01,P0034,163,41,1033662.87
2023-10-01,P0034,218,71,1382444.82
2023-11-01,P0034,252,31,1598055.48
2023-12-01,P0034,269,54,1705860.81
2024-01-01,P0034,225,40,1426835.25
2024-02-01,P0034,204,43,1293663.96
2024-03-01,P0034,203,25,1287322.47
2024-04-01,P0034,198,76,1255615.02
2024-05-01,P0034,205,84,1300005.45
2024-06-01,P0034,215,42,1363420.35
2024-07-01,P0034,207,82,1312688.43
2024-08-01,P0034,193,48,1223907.57
2024-09-01,P0034,209,24,1325371.41
2024-10-01,P0034,180,79,1141468.2
2024-11-01,P0034,231,39,1464884.19
2024-12-01,P0034,181,38,1147809.69
2025-01-01,P0034,159,24,1008296.91
2025-02-01,P0034,166,78,1052687.34
2025-03-01,P0034,228,22,1445859.72
2025-04-01,P0034,160,65,1014638.4
2025-05-01,P0034,211,45,1338054.39
2025-06-01,P0034,249,52,1579031.01
2025-07-01,P0034,206,42,1306346.94
2025-08-01,P0034,254,20,1610738.46
2025-09-01,P0034,202,39,1280980.98
2025-10-01,P0034,132,74,837076.68
2025-11-01,P0034,194,49,1230249.06
2025-12-01,P0034,228,56,1445859.72
2023-01-01,P0035,434,68,1169998.9
2023-02-01,P0035,363,25,978593.55
2023-03-01,P0035,380,82,1024423.0
2023-04-01,P0035,452,22,1218524.2
2023-05-01,P0035,392,86,1056773.2
2023-06-01,P0035,238,62,641612.3
2023-07-01,P0035,271,32,730575.35
2023-08-01,P0035,353,58,951635.05
2023-09-01,P0035,367,30,989376.95
2023-10-01,P0035,492,41,1326358.2
2023-11-01,P0035,443,31,1194261.55
2023-12-01,P0035,314,24,846496.9
2024-01-01,P0035,367,48,989376.95
2024-02-01,P0035,344,35,927372.4
2024-03-01,P0035,507,60,1366795.95
2024-04-01,P0035,261,61,703616.85
2024-05-01,P0035,369,46,994768.65
2024-06-01,P0035,308,90,830321.8
2024-07-01,P0035,307,44,827625.95
2024-08-01,P0035,436,34,1175390.6
2024-09-01,P0035,271,68,730575.35
2024-10-01,P0035,319,35,859976.15
2024-11-01,P0035,381,65,1027118.85
2024-12-01,P0035,433,50,1167303.05
2025-01-01,P0035,438,25,1180782.3
2025-02-01,P0035,455,86,1226611.75
2025-03-01,P0035,401,45,1081035.85
2025-04-01,P0035,300,26,808755.0
2025-05-01,P0035,434,40,1169998.9
2025-06-01,P0035,353,40,951635.05
2025-07-01,P0035,501,46,1350620.85
2025-08-01,P0035,412,76,1110690.2
2025-09-01,P0035,385,81,1037902.25
2025-10-01,P0035,358,72,965114.3
2025-11-01,P0035,290,59,781796.5
2025-12-01,P0035,339,54,913893.15
2023-01-01,P0036,171,31,1489353.57
2023-02-01,P0036,137,42,1193224.79
2023-03-01,P0036,131,20,1140966.77
2023-04-01,P0036,119,36,1036450.73
2023-05-01,P0036,158,49,1376127.86
2023-06-01,P0036,159,77,1384837.53
2023-07-01,P0036,133,34,1158386.11
2023-08-01,P0036,168,82,1463224.56
2023-09-01,P0036,144,26,1254192.48
2023-10-01,P0036,79,48,688063.93
2023-11-01,P0036,175,66,1524192.25
2023-12-01,P0036,159,56,1384837.53
2024-01-01,P0036,109,85,949354.03
2024-02-01,P0036,118,20,1027741.06
2024-03-01,P0036,178,81,1550321.26
2024-04-01,P0036,92,29,801289.64
2024-05-01,P0036,143,50,1245482.81
2024-06-01,P0036,122,35,1062579.74
2024-07-01,P0036,173,70,1506772.91
2024-08-01,P0036,86,52,749031.62
2024-09-01,P0036,136,27,1184515.12
2024-10-01,P0036,152,81,1323869.84
2024-11-01,P0036,121,69,1053870.07
2024-12-01,P0036,124,23,1079999.08
2025-01-01,P0036,186,29,1619998.62
2025-02-01,P0036,144,60,1254192.48
2025-03-01,P0036,165,25,1437095.55
2025-04-01,P0036,121,22,1053870.07
2025-05-01,P0036,156,59,1358708.52
2025-06-01,P0036,139,48,1210644.13
2025-07-01,P0036,157,87,1367418.19
2025-08-01,P0036,96,66,836128.32
2025-09-01,P0036,102,43,888386.34
2025-10-01,P0036,136,86,1184515.12
2025-11-01,P0036,159,73,1384837.53
2025-12-01,P0036,138,31,1201934.46
2023-01-01,P0037,152,34,305977.52
2023-02-01,P0037,164,46,330133.64
2023-03-01,P0037,189,37,380458.89
2023-04-01,P0037,155,81,312016.55
2023-05-01,P0037,214,23,430784.14
2023-06-01,P0037,109,58,219418.09
2023-07-01,P0037,164,51,330133.64
2023-08-01,P0037,176,33,354289.76
2023-09-01,P0037,142,76,285847.42
2023-10-01,P0037,153,90,307990.53
2023-11-01,P0037,194,44,390523.94
2023-12-01,P0037,123,24,247600.23
2024-01-01,P0037,159,44,320068.59
2024-02-01,P0037,169,36,340198.69
2024-03-01,P0037,184,46,370393.84
2024-04-01,P0037,171,33,344224.71
2024-05-01,P0037,165,35,332146.65
2024-06-01,P0037,123,26,247600.23
2024-07-01,P0037,140,46,281821.4
2024-08-01,P0037,196,85,394549.96
2024-09-01,P0037,183,80,368380.83
2024-10-01,P0037,147,88,295912.47
2024-11-01,P0037,210,31,422732.1
2024-12-01,P0037,198,43,398575.98
2025-01-01,P0037,143,66,287860.43
2025-02-01,P0037,162,69,326107.62
2025-03-01,P0037,123,60,247600.23
2025-04-01,P0037,154,69,310003.54
2025-05-01,P0037,208,45,418706.08
2025-06-01,P0037,187,66,376432.87
2025-07-01,P0037,148,82,297925.48
2025-08-01,P0037,201,39,404615.01
2025-09-01,P0037,169,47,340198.69
2025-10-01,P0037,186,29,374419.86
2025-11-01,P0037,150,43,301951.5
2025-12-01,P0037,117,44,235522.17
2023-01-01,P0038,204,84,34516.8
2023-02-01,P0038,167,43,28256.4
2023-03-01,P0038,294,81,49744.8
2023-04-01,P0038,320,62,54144.0
2023-05-01,P0038,268,75,45345.6
2023-06-01,P0038,233,86,39423.6
2023-07-01,P0038,300,89,50760.0
2023-08-01,P0038,258,71,43653.6
2023-09-01,P0038,222,56,37562.4
2023-10-01,P0038,261,82,44161.2
2023-11-01,P0038,220,29,37224.0
2023-12-01,P0038,280,56,47376.0
2024-01-01,P0038,156,52,26395.2
2024-02-01,P0038,252,76,42638.4
2024-03-01,P0038,277,55,46868.4
2024-04-01,P0038,260,70,43992.0
2024-05-01,P0038,255,41,43146.0
2024-06-01,P0038,148,51,25041.6
2024-07-01,P0038,196,78,33163.2
2024-08-01,P0038,295,70,49914.0
2024-09-01,P0038,198,23,33501.6
2024-10-01,P0038,331,31,56005.2
2024-11-01,P0038,257,83,43484.4
2024-12-01,P0038,310,59,52452.0
2025-01-01,P0038,209,51,35362.8
2025-02-01,P0038,178,53,30117.6
2025-03-01,P0038,242,48,40946.4
2025-04-01,P0038,209,46,35362.8
2025-05-01,P0038,287,83,48560.4
2025-06-01,P0038,303,88,51267.6
2025-07-01,P0038,352,21,59558.4
2025-08-01,P0038,322,54,54482.4
2025-09-01,P0038,236,88,39931.2
2025-10-01,P0038,299,20,50590.8
2025-11-01,P0038,279,77,47206.8
2025-12-01,P0038,261,38,44161.2
2023-01-01,P0039,236,46,46121.48
2023-02-01,P0039,329,33,64296.47
2023-03-01,P0039,400,38,78172.0
2023-04-01,P0039,254,39,49639.22
2023-05-01,P0039,358,84,69963.94
2023-06-01,P0039,275,69,53743.25
2023-07-01,P0039,382,47,74654.26
2023-08-01,P0039,286,60,55892.98
2023-09-01,P0039,347,31,67814.21
