customer_id,customer_name,segment,region,city,signup_date,customer_tenure_months,order_count,last_order_date,lifetime_revenue,lifetime_profit,customer_value_band
C00249,Customer 0249,Consumer,West,Ahmedabad,2025-10-29,29,12,2025-07-27,224634.36,23936.71,Very High
C00250,Customer 0250,Consumer,West,Mumbai,2023-07-18,26,16,2025-08-26,320578.76,29984.36,Very High
C00251,Customer 0251,Consumer,West,Ahmedabad,2025-01-18,10,15,2025-11-02,356400.02,28630.29,Very High
C00252,Customer 0252,Consumer,South,Kochi,2023-04-03,3,18,2025-09-18,333248.33,52246.22,Very High
C00253,Customer 0253,Corporate,South,Chennai,2025-11-29,30,14,2025-10-18,207547.16,30476.66,Very High
C00254,Customer 0254,Consumer,South,Bengaluru,2024-10-14,11,16,2025-09-15,271438.57,35555.61,Very High
C00255,Customer 0255,Consumer,East,Guwahati,2025-11-04,33,14,2025-11-20,252187.72,28405.75,Very High
C00256,Customer 0256,Consumer,East,Guwahati,2023-02-04,24,28,2025-12-06,843348.34,140639.05,Very High
C00257,Customer 0257,Home Office,West,Mumbai,2026-04-10,20,13,2025-10-31,297120.39,36476.84,Very High
C00258,Customer 0258,Consumer,North,Lucknow,2026-03-30,37,17,2025-10-28,260431.67,10323.76,Very High
C00259,Customer 0259,Consumer,South,Hyderabad,2023-12-16,34,14,2025-09-19,255485.05,24843.46,Very High
C00260,Customer 0260,Home Office,East,Bhubaneswar,2024-05-11,3,20,2025-09-07,378563.51,48516.72,Very High
C00261,Customer 0261,Consumer,North,Chandigarh,2024-10-04,27,19,2025-12-30,302365.92,42615.79,Very High
C00262,Customer 0262,Corporate,South,Kochi,2025-04-20,33,13,2025-12-05,272028.62,31882.25,Very High
C00263,Customer 0263,Corporate,East,Kolkata,2025-11-28,14,16,2025-08-06,541471.04,68318.11,Very High
C00264,Customer 0264,Consumer,West,Surat,2024-10-04,12,20,2025-12-13,282833.99,9198.2,Very High
C00265,Customer 0265,Consumer,East,Guwahati,2024-06-25,40,8,2025-12-06,177940.58,15578.35,Very High
C00266,Customer 0266,Home Office,East,Bhubaneswar,2024-07-25,36,23,2025-08-19,471793.16,65957.41,Very High
C00267,Customer 0267,Home Office,West,Pune,2024-09-01,19,15,2025-12-30,274310.85,28647.94,Very High
C00268,Customer 0268,Consumer,South,Kochi,2024-12-15,36,17,2025-10-15,415534.34,56284.46,Very High
C00269,Customer 0269,Consumer,West,Ahmedabad,2026-01-17,25,18,2025-12-10,418282.62,12713.29,Very High
C00270,Customer 0270,Home Office,East,Guwahati,2023-10-27,19,16,2025-12-07,218934.47,16425.9,Very High
C00271,Customer 0271,Home Office,North,Jaipur,2023-06-11,23,12,2025-07-30,215762.83,24138.58,Very High
C00272,Customer 0272,Corporate,East,Guwahati,2024-03-14,13,18,2025-11-07,169495.0,-1411.54,Very High
C00273,Customer 0273,Consumer,West,Ahmedabad,2026-04-16,16,22,2025-12-12,566403.85,35171.14,Very High
C00274,Customer 0274,Corporate,South,Hyderabad,2025-12-23,15,15,2025-08-12,416575.38,54924.5,Very High
C00275,Customer 0275,Consumer,South,Hyderabad,2024-11-07,31,11,2025-12-11,186979.76,28938.49,Very High
C00276,Customer 0276,Consumer,North,Chandigarh,2026-02-01,11,14,2025-11-19,179901.26,21284.29,Very High
C00277,Customer 0277,Consumer,East,Patna,2024-02-13,19,16,2025-12-25,191426.26,28162.53,Very High
C00278,Customer 0278,Corporate,West,Ahmedabad,2023-07-03,42,13,2025-10-02,381771.31,57259.31,Very High
C00279,Customer 0279,Home Office,South,Hyderabad,2023-12-25,27,11,2025-09-22,239157.52,33370.87,Very High
C00280,Customer 0280,Home Office,South,Hyderabad,2025-03-24,32,16,2025-08-04,156602.42,6012.33,Very High
C00281,Customer 0281,Home Office,South,Chennai,2023-01-19,20,13,2025-09-17,229668.23,37558.56,Very High
C00282,Customer 0282,Consumer,North,Jaipur,2026-01-17,34,19,2025-09-29,386157.16,49477.59,Very High
C00283,Customer 0283,Home Office,East,Bhubaneswar,2025-08-16,18,13,2025-07-28,209413.32,19345.35,Very High
C00284,Customer 0284,Consumer,South,Hyderabad,2025-07-28,42,13,2025-08-20,366612.81,36454.71,Very High
C00285,Customer 0285,Consumer,West,Pune,2024-11-21,19,20,2025-12-28,293143.61,34199.32,Very High
C00286,Customer 0286,Consumer,South,Bengaluru,2025-04-10,28,13,2025-10-13,271406.08,52936.99,Very High
C00287,Customer 0287,Consumer,West,Mumbai,2023-07-15,12,14,2025-11-11,304967.67,38293.28,Very High
C00288,Customer 0288,Consumer,South,Kochi,2024-05-23,1,16,2025-12-02,204290.6,28263.62,Very High
C00289,Customer 0289,Consumer,West,Surat,2024-06-30,22,12,2025-11-19,305025.16,59449.46,Very High
C00290,Customer 0290,Consumer,West,Mumbai,2025-01-06,16,15,2025-11-24,230954.46,35959.13,Very High
C00291,Customer 0291,Consumer,North,Delhi,2023-11-24,26,11,2025-12-07,334721.46,38026.45,Very High
C00292,Customer 0292,Corporate,West,Mumbai,2024-08-27,24,15,2025-10-02,232177.0,16507.9,Very High
C00293,Customer 0293,Home Office,South,Bengaluru,2025-09-06,10,14,2025-11-24,120167.98,7218.98,Very High
C00294,Customer 0294,Consumer,East,Guwahati,2026-01-29,31,14,2025-12-10,175226.23,7612.76,Very High
C00295,Customer 0295,Corporate,South,Bengaluru,2026-05-05,6,17,2025-12-27,455203.15,75581.1,Very High
C00296,Customer 0296,Consumer,East,Guwahati,2026-03-01,8,15,2025-11-03,220997.86,21795.8,Very High
C00297,Customer 0297,Consumer,North,Chandigarh,2023-11-03,11,11,2025-09-03,214776.03,13253.94,Very High
C00298,Customer 0298,Consumer,West,Surat,2024-02-25,38,15,2025-12-26,403158.92,68898.55,Very High
C00299,Customer 0299,Home Office,East,Kolkata,2025-07-01,4,11,2025-12-06,215712.48,34291.15,Very High
C00300,Customer 0300,Consumer,East,Bhubaneswar,2025-07-24,37,13,2025-12-23,286016.63,39546.11,Very High
C00301,Customer 0301,Corporate,North,Lucknow,2024-09-23,2,11,2025-04-27,181355.72,14313.93,Very High
C00302,Customer 0302,Corporate,East,Guwahati,2024-03-22,38,15,2025-11-12,178289.49,9758.05,Very High
C00303,Customer 0303,Consumer,North,Delhi,2023-05-11,35,13,2025-12-06,147567.7,21931.08,Very High
C00304,Customer 0304,Home Office,North,Delhi,2025-08-24,3,26,2025-11-29,559135.59,69772.75,Very High
C00305,Customer 0305,Consumer,West,Surat,2023-10-05,42,10,2025-12-13,174235.18,23672.68,Very High
C00306,Customer 0306,Home Office,East,Guwahati,2025-02-22,29,19,2025-01-11,253413.49,28412.68,Very High
C00307,Customer 0307,Consumer,East,Patna,2026-01-09,9,7,2025-12-17,93406.2,3036.63,High
C00308,Customer 0308,Consumer,West,Mumbai,2026-01-05,26,6,2025-12-30,90119.35,7522.24,High
C00309,Customer 0309,Home Office,South,Bengaluru,2023-02-16,20,10,2025-04-07,156172.35,1259.14,Very High
C00310,Customer 0310,Consumer,East,Patna,2024-04-15,16,14,2025-11-08,152695.29,7458.47,Very High
C00311,Customer 0311,Consumer,East,Guwahati,2024-01-22,8,21,2025-12-23,319494.47,38357.24,Very High
C00312,Customer 0312,Consumer,North,Lucknow,2023-02-02,16,17,2025-10-06,306514.02,39438.45,Very High
C00313,Customer 0313,Consumer,South,Hyderabad,2023-03-10,29,14,2025-11-21,211081.81,25250.36,Very High
C00314,Customer 0314,Corporate,North,Chandigarh,2025-04-03,29,10,2025-06-29,284969.61,25921.11,Very High
C00315,Customer 0315,Corporate,South,Bengaluru,2023-04-26,9,19,2025-06-05,309588.47,43158.86,Very High
C00316,Customer 0316,Corporate,West,Pune,2026-03-25,21,9,2025-10-20,136210.28,16784.59,Very High
C00317,Customer 0317,Consumer,West,Pune,2023-10-21,34,12,2025-06-16,169671.03,11897.79,Very High
C00318,Customer 0318,Consumer,South,Kochi,2023-05-05,36,16,2025-12-29,301058.09,18447.41,Very High
C00319,Customer 0319,Consumer,South,Kochi,2023-04-07,23,15,2025-12-22,442193.59,53709.31,Very High
C00320,Customer 0320,Corporate,East,Guwahati,2025-04-16,10,12,2025-05-08,117766.58,9527.63,High
C00321,Customer 0321,Consumer,West,Surat,2026-01-06,31,14,2025-11-26,195160.77,15488.95,Very High
C00322,Customer 0322,Consumer,South,Bengaluru,2023-10-23,30,19,2025-12-11,293980.03,26751.51,Very High
C00323,Customer 0323,Home Office,North,Lucknow,2026-02-15,34,11,2025-12-06,166210.21,8414.75,Very High
C00324,Customer 0324,Consumer,South,Kochi,2024-02-21,22,21,2025-12-05,434533.79,53021.21,Very High
C00325,Customer 0325,Home Office,North,Lucknow,2023-07-09,35,14,2025-11-08,314390.06,42967.93,Very High
C00326,Customer 0326,Consumer,South,Hyderabad,2026-05-23,39,18,2025-10-19,270069.79,33951.42,Very High
C00327,Customer 0327,Consumer,North,Delhi,2026-04-18,36,15,2025-10-13,319650.63,51106.67,Very High
C00328,Customer 0328,Consumer,South,Kochi,2024-11-12,20,19,2025-10-07,368265.61,19594.73,Very High
C00329,Customer 0329,Home Office,North,Chandigarh,2023-08-29,31,17,2025-06-23,241821.17,14066.09,Very High
C00330,Customer 0330,Consumer,South,Bengaluru,2024-05-05,36,12,2025-07-26,202440.08,25930.96,Very High
C00331,Customer 0331,Consumer,West,Ahmedabad,2025-12-28,42,15,2025-12-28,266440.9,27074.37,Very High
C00332,Customer 0332,Consumer,West,Ahmedabad,2025-11-16,32,16,2025-10-05,328334.16,54244.47,Very High
C00333,Customer 0333,Corporate,East,Kolkata,2025-08-19,21,19,2025-12-21,316763.18,46797.4,Very High
C00334,Customer 0334,Consumer,South,Chennai,2023-04-04,37,15,2025-07-17,204331.62,24477.4,Very High
C00335,Customer 0335,Consumer,South,Bengaluru,2026-02-07,38,18,2025-12-16,408721.11,20508.6,Very High
C00336,Customer 0336,Consumer,East,Guwahati,2024-11-06,15,15,2025-11-03,246820.64,33074.78,Very High
C00337,Customer 0337,Consumer,East,Bhubaneswar,2024-11-22,17,17,2025-07-17,534915.52,80741.84,Very High
C00338,Customer 0338,Consumer,East,Patna,2024-12-22,11,15,2025-11-29,329408.12,33904.17,Very High
C00339,Customer 0339,Consumer,South,Kochi,2026-01-15,42,18,2025-11-21,388224.66,44451.55,Very High
C00340,Customer 0340,Home Office,North,Delhi,2023-06-02,4,11,2025-12-26,210677.28,10047.72,Very High
C00341,Customer 0341,Consumer,North,Lucknow,2024-04-18,5,11,2024-09-09,272524.78,57790.56,Very High
C00342,Customer 0342,Consumer,South,Hyderabad,2025-07-22,24,23,2025-07-12,408754.38,39273.44,Very High
C00343,Customer 0343,Corporate,North,Lucknow,2023-02-02,1,18,2025-09-20,285809.63,43234.67,Very High
C00344,Customer 0344,Consumer,East,Kolkata,2024-07-16,35,18,2025-10-02,314906.29,27904.98,Very High
C00345,Customer 0345,Consumer,West,Mumbai,2025-05-31,12,17,2025-12-01,290180.72,32320.57,Very High
C00346,Customer 0346,Consumer,North,Delhi,2024-05-08,13,15,2025-11-24,279097.85,14150.6,Very High
C00347,Customer 0347,Consumer,West,Ahmedabad,2025-03-23,6,19,2025-11-28,270407.53,16724.25,Very High
C00348,Customer 0348,Consumer,West,Surat,2024-05-13,15,20,2025-12-23,379613.47,45933.58,Very High
C00349,Customer 0349,Corporate,West,Mumbai,2023-03-06,6,11,2025-09-17,203050.18,23743.59,Very High
C00350,Customer 0350,Consumer,East,Patna,2025-09-01,4,17,2025-07-14,357392.59,32284.24,Very High
C00351,Customer 0351,Consumer,North,Chandigarh,2025-06-07,42,9,2025-10-09,221397.76,1818.45,Very High
C00352,Customer 0352,Home Office,West,Mumbai,2023-03-29,15,16,2025-11-15,293752.94,15684.33,Very High
C00353,Customer 0353,Consumer,South,Kochi,2023-06-02,18,14,2025-08-30,412049.59,57242.45,Very High
C00354,Customer 0354,Home Office,North,Chandigarh,2024-10-06,2,20,2025-10-25,411406.55,57306.14,Very High
C00355,Customer 0355,Corporate,South,Bengaluru,2025-03-26,5,10,2025-12-15,171652.97,33952.66,Very High
C00356,Customer 0356,Consumer,West,Pune,2026-03-06,25,10,2025-12-04,366355.96,51317.06,Very High
C00357,Customer 0357,Corporate,West,Surat,2023-10-14,6,16,2025-10-26,348739.65,65239.77,Very High
C00358,Customer 0358,Consumer,West,Mumbai,2024-04-20,5,23,2025-12-21,443002.21,16867.91,Very High
C00359,Customer 0359,Home Office,West,Surat,2024-10-30,2,15,2025-10-22,241223.64,24478.34,Very High
C00360,Customer 0360,Consumer,West,Surat,2024-12-29,36,20,2025-09-22,277717.84,29787.58,Very High
C00361,Customer 0361,Consumer,East,Patna,2026-04-14,25,16,2025-09-29,264794.79,21926.88,Very High
C00362,Customer 0362,Corporate,North,Jaipur,2023-05-31,6,12,2025-11-25,175330.55,17722.46,Very High
C00363,Customer 0363,Consumer,West,Pune,2023-11-12,25,11,2025-09-27,80637.44,2087.05,High
C00364,Customer 0364,Consumer,West,Ahmedabad,2023-01-11,20,15,2025-12-15,306224.76,36894.89,Very High
C00365,Customer 0365,Corporate,East,Guwahati,2023-07-29,9,13,2025-11-20,228490.75,10500.79,Very High
C00366,Customer 0366,Consumer,North,Chandigarh,2026-02-14,36,14,2025-11-22,135290.41,8424.16,Very High
C00367,Customer 0367,Consumer,East,Kolkata,2024-12-25,36,11,2025-12-23,159295.04,8031.48,Very High
C00368,Customer 0368,Home Office,North,Jaipur,2023-01-26,19,14,2025-12-17,141539.14,12867.81,Very High
C00369,Customer 0369,Corporate,East,Patna,2026-02-19,16,19,2025-12-08,277727.93,36364.89,Very High
C00370,Customer 0370,Consumer,South,Kochi,2024-07-04,20,11,2025-11-09,245951.51,14927.48,Very High
C00371,Customer 0371,Consumer,West,Surat,2023-12-09,28,14,2025-07-02,174160.63,15552.51,Very High
C00372,Customer 0372,Consumer,West,Surat,2023-06-07,24,14,2025-12-13,274941.02,45607.47,Very High
C00373,Customer 0373,Corporate,West,Pune,2025-10-12,39,13,2025-11-14,162672.34,13101.92,Very High
C00374,Customer 0374,Consumer,South,Kochi,2024-09-15,1,19,2025-12-17,339519.24,51329.8,Very High
C00375,Customer 0375,Home Office,East,Guwahati,2025-02-17,22,8,2025-10-31,177554.26,40023.05,Very High
C00376,Customer 0376,Consumer,East,Guwahati,2026-05-02,9,18,2025-12-09,234633.65,26950.01,Very High
C00377,Customer 0377,Consumer,West,Ahmedabad,2024-02-16,31,11,2025-11-28,134366.21,17900.53,Very High
C00378,Customer 0378,Home Office,West,Pune,2024-10-15,19,24,2025-11-17,561531.85,67209.75,Very High
C00379,Customer 0379,Consumer,East,Bhubaneswar,2024-07-28,26,16,2025-10-07,253954.31,16914.25,Very High
C00380,Customer 0380,Home Office,West,Mumbai,2024-02-14,38,17,2025-11-27,329356.02,40371.53,Very High
C00381,Customer 0381,Home Office,South,Hyderabad,2025-08-03,14,13,2025-06-03,221007.74,8104.34,Very High
C00382,Customer 0382,Home Office,East,Guwahati,2023-05-22,27,15,2025-12-21,391310.18,51375.36,Very High
C00383,Customer 0383,Corporate,East,Bhubaneswar,2024-05-10,17,16,2025-09-02,312312.81,21895.47,Very High
C00384,Customer 0384,Corporate,South,Kochi,2023-06-01,29,16,2025-08-24,474363.02,43260.44,Very High
C00385,Customer 0385,Consumer,East,Patna,2025-05-06,35,14,2025-09-23,262041.84,14772.54,Very High
C00386,Customer 0386,Corporate,North,Jaipur,2026-01-04,39,13,2025-12-30,340985.41,36816.15,Very High
C00387,Customer 0387,Corporate,North,Delhi,2024-12-28,11,21,2025-11-23,514673.58,42899.51,Very High
C00388,Customer 0388,Home Office,North,Lucknow,2024-11-10,28,9,2025-09-28,128717.79,11824.66,Very High
C00389,Customer 0389,Consumer,North,Delhi,2024-03-30,33,13,2025-10-23,272005.58,28669.71,Very High
C00390,Customer 0390,Consumer,South,Kochi,2025-08-06,38,16,2025-11-10,658831.02,97965.27,Very High
C00391,Customer 0391,Home Office,South,Chennai,2025-09-15,7,11,2025-12-01,126957.57,17093.2,Very High
C00392,Customer 0392,Home Office,West,Surat,2023-06-25,8,19,2025-10-11,394688.42,37651.43,Very High
C00393,Customer 0393,Consumer,South,Chennai,2025-07-21,14,7,2025-11-20,147925.01,10405.03,Very High
C00394,Customer 0394,Consumer,East,Guwahati,2025-06-16,29,18,2025-10-23,400340.62,46851.06,Very High
C00395,Customer 0395,Consumer,West,Mumbai,2023-08-24,2,10,2025-06-29,245194.14,33967.17,Very High
C00396,Customer 0396,Corporate,West,Mumbai,2023-12-03,16,12,2025-05-26,201907.2,26660.09,Very High
C00397,Customer 0397,Consumer,South,Bengaluru,2025-05-23,30,20,2025-12-17,413550.86,54446.57,Very High
C00398,Customer 0398,Corporate,South,Kochi,2024-01-17,41,14,2025-11-05,340785.34,52372.85,Very High
C00399,Customer 0399,Consumer,East,Patna,2024-02-09,29,8,2025-12-01,60997.02,3290.71,High
C00400,Customer 0400,Consumer,East,Patna,2024-03-15,14,12,2025-07-02,311328.92,49379.18,Very High
C00401,Customer 0401,Consumer,West,Mumbai,2026-01-04,12,7,2025-11-13,125626.92,23426.57,Very High
C00402,Customer 0402,Consumer,West,Ahmedabad,2023-08-22,17,10,2025-10-26,214981.93,4891.94,Very High
C00403,Customer 0403,Consumer,East,Guwahati,2025-03-14,38,15,2025-11-11,280429.35,39186.04,Very High
C00404,Customer 0404,Consumer,North,Jaipur,2025-07-26,40,17,2025-12-30,257368.03,39411.21,Very High
C00405,Customer 0405,Home Office,South,Chennai,2026-04-23,6,20,2025-09-08,609863.07,64519.44,Very High
C00406,Customer 0406,Consumer,South,Chennai,2024-09-17,8,10,2025-04-11,210158.05,14796.22,Very High
C00407,Customer 0407,Corporate,South,Chennai,2025-11-12,25,18,2025-12-16,454919.61,43789.49,Very High
C00408,Customer 0408,Consumer,East,Bhubaneswar,2025-05-16,12,12,2025-10-15,172451.39,11571.45,Very High
C00409,Customer 0409,Consumer,East,Bhubaneswar,2025-09-29,19,11,2025-07-19,238652.1,32072.13,Very High
C00410,Customer 0410,Consumer,South,Bengaluru,2025-07-12,40,16,2025-06-02,271850.93,20623.95,Very High
C00411,Customer 0411,Home Office,North,Jaipur,2025-09-19,9,11,2025-12-22,237146.65,-15278.47,Very High
C00412,Customer 0412,Home Office,South,Kochi,2025-11-01,42,18,2025-09-29,349745.04,32035.35,Very High
C00413,Customer 0413,Corporate,East,Patna,2025-05-01,29,18,2025-12-20,313015.36,35857.7,Very High
C00414,Customer 0414,Consumer,East,Bhubaneswar,2023-03-05,15,15,2025-12-25,301555.48,29079.45,Very High
C00415,Customer 0415,Consumer,West,Mumbai,2026-01-06,19,9,2025-12-18,115988.06,17401.76,High
C00416,Customer 0416,Consumer,South,Kochi,2025-10-11,36,17,2025-09-23,290509.24,38582.0,Very High
C00417,Customer 0417,Consumer,North,Delhi,2026-01-17,24,17,2025-10-07,298168.48,31206.94,Very High
C00418,Customer 0418,Consumer,North,Lucknow,2025-05-20,7,7,2025-12-25,133536.21,10726.4,Very High
C00419,Customer 0419,Home Office,South,Chennai,2023-03-08,29,21,2025-12-20,352539.79,34502.03,Very High
C00420,Customer 0420,Home Office,West,Ahmedabad,2023-06-28,29,15,2025-10-04,198200.5,11350.57,Very High
C00421,Customer 0421,Consumer,North,Chandigarh,2026-04-19,23,16,2025-10-06,350054.06,27198.17,Very High
C00422,Customer 0422,Consumer,East,Bhubaneswar,2024-02-28,14,11,2025-11-30,217739.68,28819.65,Very High
C00423,Customer 0423,Consumer,North,Jaipur,2026-05-07,35,14,2025-08-30,250713.5,24979.14,Very High
C00424,Customer 0424,Home Office,South,Chennai,2024-08-22,19,18,2025-12-19,390916.43,41988.47,Very High
C00425,Customer 0425,Consumer,West,Mumbai,2025-04-22,4,13,2025-12-10,351148.08,59940.36,Very High
C00426,Customer 0426,Corporate,West,Pune,2023-09-29,16,23,2025-11-22,327065.99,41473.73,Very High
C00427,Customer 0427,Home Office,South,Chennai,2025-03-15,32,13,2025-08-01,268288.64,28009.07,Very High
C00428,Customer 0428,Corporate,South,Chennai,2025-02-07,29,15,2025-11-05,221929.7,17229.99,Very High
C00429,Customer 0429,Consumer,North,Delhi,2024-07-23,24,10,2025-11-18,204841.33,23596.59,Very High
C00430,Customer 0430,Consumer,East,Patna,2023-01-06,6,10,2025-08-23,164714.08,27935.75,Very High
C00431,Customer 0431,Home Office,East,Guwahati,2025-12-30,26,16,2025-10-22,307307.17,45164.4,Very High
C00432,Customer 0432,Home Office,South,Kochi,2025-10-10,18,23,2025-12-21,597826.6,78511.71,Very High
C00433,Customer 0433,Consumer,West,Ahmedabad,2026-03-29,9,18,2025-11-24,370527.78,45668.39,Very High
C00434,Customer 0434,Home Office,East,Guwahati,2023-04-10,3,14,2025-11-23,192572.85,23837.39,Very High
C00435,Customer 0435,Consumer,North,Lucknow,2023-11-20,29,13,2025-12-20,327360.21,74818.05,Very High
C00436,Customer 0436,Home Office,East,Kolkata,2025-05-26,13,15,2025-11-24,254497.01,24924.34,Very High
C00437,Customer 0437,Consumer,South,Chennai,2024-07-15,6,14,2025-12-17,234228.06,53527.92,Very High
C00438,Customer 0438,Consumer,West,Ahmedabad,2023-12-05,4,10,2025-09-02,123682.82,3878.17,Very High
C00439,Customer 0439,Corporate,East,Guwahati,2024-04-24,28,12,2025-12-07,306440.16,35587.39,Very High
C00440,Customer 0440,Consumer,North,Delhi,2025-09-03,5,13,2025-12-13,255036.92,27958.48,Very High
C00441,Customer 0441,Consumer,South,Bengaluru,2025-06-30,1,17,2025-12-10,276664.76,25974.59,Very High
C00442,Customer 0442,Corporate,North,Jaipur,2025-05-14,9,13,2025-09-15,191150.88,-8038.43,Very High
C00443,Customer 0443,Consumer,East,Kolkata,2023-07-02,7,18,2025-10-06,332257.25,54869.44,Very High
C00444,Customer 0444,Consumer,North,Jaipur,2024-09-04,9,16,2025-10-29,181078.39,3303.71,Very High
C00445,Customer 0445,Corporate,East,Bhubaneswar,2023-10-20,5,12,2025-10-12,132136.72,7225.56,Very High
C00446,Customer 0446,Consumer,North,Chandigarh,2024-03-12,41,14,2025-12-10,234979.78,874.74,Very High
C00447,Customer 0447,Consumer,South,Kochi,2025-06-25,14,10,2025-10-01,102627.23,4109.46,High
C00448,Customer 0448,Consumer,North,Delhi,2023-09-10,38,15,2025-11-17,436170.38,64681.45,Very High
C00449,Customer 0449,Home Office,East,Guwahati,2024-10-06,9,16,2025-10-08,189024.1,8245.51,Very High
C00450,Customer 0450,Corporate,South,Chennai,2024-05-23,36,20,2025-12-10,468681.15,60103.04,Very High
C00451,Customer 0451,Home Office,West,Mumbai,2024-09-09,14,17,2025-12-01,171369.92,17719.0,Very High
C00452,Customer 0452,Consumer,South,Kochi,2023-04-22,16,13,2025-10-03,293014.26,37198.08,Very High
C00453,Customer 0453,Consumer,East,Patna,2025-10-20,41,16,2025-07-12,363986.32,50627.17,Very High
C00454,Customer 0454,Home Office,North,Delhi,2024-10-10,9,7,2025-08-26,108126.04,14967.92,High
C00455,Customer 0455,Consumer,East,Patna,2023-12-20,31,9,2025-02-25,112949.16,2771.72,High
C00456,Customer 0456,Consumer,North,Delhi,2023-01-29,17,15,2025-10-19,230745.88,15291.3,Very High
C00457,Customer 0457,Home Office,South,Hyderabad,2025-03-26,33,19,2025-12-31,519927.59,71793.61,Very High
C00458,Customer 0458,Consumer,West,Surat,2025-04-03,6,16,2025-12-26,372605.77,47676.15,Very High
C00459,Customer 0459,Consumer,South,Chennai,2023-06-11,33,16,2025-12-30,293986.45,5109.9,Very High
C00460,Customer 0460,Consumer,South,Bengaluru,2025-03-11,38,19,2025-12-29,206034.16,2052.01,Very High
C00461,Customer 0461,Corporate,North,Jaipur,2024-05-03,4,8,2025-10-13,180150.69,25938.99,Very High
C00462,Customer 0462,Home Office,South,Hyderabad,2023-08-26,30,18,2025-12-14,480957.22,23640.32,Very High
C00463,Customer 0463,Corporate,North,Jaipur,2023-12-26,8,17,2025-11-20,379940.16,40913.94,Very High
C00464,Customer 0464,Corporate,North,Chandigarh,2023-12-02,32,15,2025-12-28,339902.48,54765.7,Very High
C00465,Customer 0465,Consumer,West,Ahmedabad,2023-09-17,18,12,2025-10-20,339907.86,46390.4,Very High
C00466,Customer 0466,Consumer,North,Delhi,2025-05-29,18,21,2025-10-22,525204.12,62630.23,Very High
C00467,Customer 0467,Corporate,North,Jaipur,2026-03-26,41,19,2025-12-21,502021.08,63041.02,Very High
C00468,Customer 0468,Consumer,North,Lucknow,2025-01-07,4,16,2025-10-05,260029.65,37170.73,Very High
C00469,Customer 0469,Consumer,East,Bhubaneswar,2024-06-06,7,19,2025-12-18,226312.71,9931.71,Very High
C00470,Customer 0470,Corporate,North,Chandigarh,2023-01-06,3,21,2025-12-10,351465.64,44271.51,Very High
C00471,Customer 0471,Consumer,North,Chandigarh,2025-01-15,25,11,2025-11-28,255547.47,38925.98,Very High
C00472,Customer 0472,Home Office,South,Bengaluru,2023-03-14,36,14,2025-12-03,407976.9,32370.46,Very High
C00473,Customer 0473,Consumer,East,Bhubaneswar,2025-05-02,21,9,2025-03-11,103720.36,8983.27,High
C00474,Customer 0474,Consumer,West,Mumbai,2023-09-02,33,10,2025-12-12,224269.47,23818.88,Very High
C00475,Customer 0475,Consumer,North,Chandigarh,2025-11-22,3,16,2025-12-19,409969.37,76614.38,Very High
C00476,Customer 0476,Home Office,East,Kolkata,2024-08-01,20,20,2025-12-07,378691.78,32805.48,Very High
C00477,Customer 0477,Consumer,West,Mumbai,2023-01-17,24,15,2025-11-20,231770.41,35294.13,Very High
C00478,Customer 0478,Consumer,South,Chennai,2024-09-14,40,17,2025-10-14,305951.42,37274.79,Very High
C00479,Customer 0479,Consumer,South,Kochi,2025-10-07,13,15,2025-10-01,280827.24,7535.95,Very High
C00480,Customer 0480,Consumer,South,Bengaluru,2025-04-19,2,20,2025-12-17,297666.1,26427.04,Very High
C00481,Customer 0481,Corporate,South,Chennai,2023-01-20,22,18,2025-12-29,294162.73,12942.3,Very High
C00482,Customer 0482,Home Office,North,Lucknow,2024-09-21,7,16,2025-04-23,276205.2,22284.28,Very High
C00483,Customer 0483,Consumer,South,Bengaluru,2023-05-03,10,17,2025-12-28,343963.64,38351.13,Very High
C00484,Customer 0484,Consumer,West,Mumbai,2024-04-19,34,12,2025-10-19,217161.89,24404.97,Very High
C00485,Customer 0485,Consumer,East,Guwahati,2023-06-23,38,10,2025-12-11,190134.69,27285.98,Very High
C00486,Customer 0486,Corporate,North,Chandigarh,2025-03-18,5,19,2025-12-31,274158.09,37336.5,Very High
C00487,Customer 0487,Corporate,North,Lucknow,2023-09-25,16,6,2025-08-03,57173.8,1428.72,High
C00488,Customer 0488,Home Office,West,Ahmedabad,2025-03-15,21,8,2025-06-20,136459.14,13119.39,Very High
C00489,Customer 0489,Consumer,West,Surat,2023-06-02,13,10,2025-12-04,265770.81,43137.91,Very High
C00490,Customer 0490,Consumer,South,Hyderabad,2023-12-03,29,17,2025-12-22,284702.47,3945.17,Very High
C00491,Customer 0491,Consumer,East,Guwahati,2026-01-02,23,17,2025-11-18,333398.89,50565.67,Very High
C00492,Customer 0492,Consumer,South,Kochi,2024-06-26,8,19,2025-12-30,282875.51,22386.36,Very High
C00493,Customer 0493,Corporate,North,Chandigarh,2024-09-15,39,14,2025-04-03,279674.84,31073.48,Very High
C00494,Customer 0494,Home Office,North,Chandigarh,2024-11-02,10,9,2025-11-30,132049.88,12303.27,Very High
C00495,Customer 0495,Home Office,North,Chandigarh,2025-03-22,33,16,2025-11-21,222117.68,13543.73,Very High
C00496,Customer 0496,Consumer,North,Jaipur,2023-12-23,2,17,2025-11-13,138778.94,8839.18,Very High
C00497,Customer 0497,Consumer,East,Patna,2026-01-31,16,10,2025-12-01,114268.67,11838.77,High
