order_id,order_date,customer_id,region,city,segment,order_status,payment_method
O001454,2025-04-05,C00115,East,Patna,Consumer,Completed,Debit Card
O001455,2024-03-02,C00208,North,Delhi,Corporate,Completed,Wallet
O001456,2023-03-27,C00722,East,Guwahati,Consumer,Returned,Debit Card
O001457,2025-08-27,C00006,West,Pune,Home Office,Completed,Wallet
O001458,2024-12-19,C00448,North,Delhi,Consumer,Completed,UPI
O001459,2025-07-20,C00015,East,Guwahati,Consumer,Completed,Net Banking
O001460,2023-03-12,C00258,North,Lucknow,Consumer,Completed,Net Banking
O001461,2024-03-19,C00127,South,Chennai,Corporate,Completed,UPI
O001462,2025-11-02,C00587,North,Jaipur,Home Office,Completed,Net Banking
O001463,2023-04-10,C00374,South,Kochi,Consumer,Completed,Credit Card
O001464,2025-07-14,C00002,North,Jaipur,Consumer,Completed,Debit Card
O001465,2025-05-23,C00671,West,Surat,Consumer,Completed,Credit Card
O001466,2025-09-14,C00476,East,Kolkata,Home Office,Completed,Credit Card
O001467,2025-02-10,C00710,West,Mumbai,Home Office,Completed,Wallet
O001468,2025-10-07,C00180,East,Guwahati,Consumer,Completed,UPI
O001469,2023-12-03,C00285,West,Pune,Consumer,Completed,Net Banking
O001470,2025-10-13,C00183,South,Kochi,Consumer,Completed,Wallet
O001471,2023-08-06,C00226,South,Bengaluru,Corporate,Completed,Net Banking
O001472,2023-05-18,C00192,East,Guwahati,Consumer,Completed,Debit Card
O001473,2025-08-30,C00272,East,Guwahati,Corporate,Completed,Credit Card
O001474,2023-09-05,C00133,West,Surat,Corporate,Completed,Credit Card
O001475,2025-07-02,C00532,South,Hyderabad,Consumer,Completed,Credit Card
O001476,2025-04-26,C00088,North,Lucknow,Consumer,Completed,Debit Card
O001477,2023-09-30,C00339,South,Kochi,Consumer,Completed,UPI
O001478,2023-08-19,C00039,South,Hyderabad,Home Office,Completed,Credit Card
O001479,2024-10-16,C00676,South,Bengaluru,Consumer,Completed,Credit Card
O001480,2023-09-18,C00154,North,Jaipur,Home Office,Completed,UPI
O001481,2023-12-04,C00598,North,Delhi,Consumer,Completed,Credit Card
O001482,2024-06-21,C00400,East,Patna,Consumer,Completed,Debit Card
O001483,2025-03-19,C00036,West,Surat,Consumer,Completed,Net Banking
O001484,2025-07-10,C00117,West,Surat,Consumer,Completed,Wallet
O001485,2025-11-09,C00017,North,Chandigarh,Consumer,Completed,UPI
O001486,2025-05-04,C00167,South,Chennai,Home Office,Completed,Credit Card
O001487,2023-03-23,C00241,East,Patna,Consumer,Completed,Debit Card
O001488,2024-09-13,C00098,East,Patna,Home Office,Completed,Net Banking
O001489,2025-03-01,C00734,South,Bengaluru,Consumer,Completed,Wallet
O001490,2023-10-09,C00092,North,Lucknow,Home Office,Completed,Debit Card
O001491,2024-07-03,C00111,East,Patna,Consumer,Completed,Credit Card
O001492,2024-01-27,C00670,North,Jaipur,Consumer,Completed,Wallet
O001493,2025-04-22,C00529,South,Hyderabad,Home Office,Completed,Credit Card
O001494,2023-10-13,C00274,South,Hyderabad,Corporate,Completed,Wallet
O001495,2023-12-22,C00745,North,Chandigarh,Consumer,Completed,Wallet
O001496,2024-11-21,C00326,South,Hyderabad,Consumer,Completed,Net Banking
O001497,2024-07-08,C00185,East,Kolkata,Corporate,Completed,Net Banking
O001498,2025-03-16,C00025,North,Chandigarh,Consumer,Completed,Net Banking
O001499,2025-07-20,C00256,East,Guwahati,Consumer,Completed,Net Banking
O001500,2025-09-29,C00649,South,Kochi,Home Office,Completed,Credit Card
O001501,2023-09-09,C00737,East,Patna,Consumer,Completed,UPI
O001502,2024-07-22,C00750,East,Bhubaneswar,Home Office,Completed,UPI
O001503,2025-05-16,C00510,East,Guwahati,Consumer,Completed,UPI
O001504,2023-08-17,C00520,North,Lucknow,Consumer,Completed,Net Banking
O001505,2024-05-07,C00102,South,Hyderabad,Home Office,Completed,Debit Card
O001506,2024-12-25,C00018,West,Mumbai,Home Office,Completed,Wallet
O001507,2023-02-05,C00005,East,Patna,Consumer,Completed,UPI
O001508,2024-05-19,C00535,East,Kolkata,Home Office,Completed,Credit Card
O001509,2024-07-26,C00010,West,Ahmedabad,Consumer,Completed,Wallet
O001510,2025-03-02,C00651,West,Surat,Consumer,Completed,Net Banking
O001511,2025-06-28,C00284,South,Hyderabad,Consumer,Completed,Wallet
O001512,2025-02-17,C00650,South,Kochi,Consumer,Completed,Net Banking
O001513,2025-06-13,C00227,North,Delhi,Consumer,Completed,Net Banking
O001514,2024-02-25,C00511,West,Surat,Consumer,Completed,Net Banking
O001515,2023-12-11,C00196,South,Bengaluru,Consumer,Completed,Net Banking
O001516,2023-02-19,C00587,North,Jaipur,Home Office,Completed,UPI
O001517,2025-03-07,C00569,West,Surat,Consumer,Completed,Net Banking
O001518,2025-05-18,C00303,North,Delhi,Consumer,Completed,Debit Card
O001519,2024-06-16,C00277,East,Patna,Consumer,Completed,Wallet
O001520,2025-12-23,C00598,North,Delhi,Consumer,Completed,Wallet
O001521,2023-04-13,C00749,North,Lucknow,Consumer,Completed,Credit Card
O001522,2024-08-23,C00200,West,Mumbai,Home Office,Completed,Credit Card
O001523,2024-04-14,C00010,West,Ahmedabad,Consumer,Completed,UPI
O001524,2023-04-17,C00077,South,Kochi,Home Office,Completed,Credit Card
O001525,2024-08-13,C00660,South,Bengaluru,Consumer,Completed,Credit Card
O001526,2023-06-07,C00496,North,Jaipur,Consumer,Completed,Credit Card
O001527,2025-12-29,C00318,South,Kochi,Consumer,Completed,Credit Card
O001528,2025-12-28,C00483,South,Bengaluru,Consumer,Completed,Credit Card
O001529,2024-05-10,C00426,West,Pune,Corporate,Completed,Credit Card
O001530,2023-08-14,C00746,North,Chandigarh,Consumer,Completed,Net Banking
O001531,2023-10-06,C00711,East,Guwahati,Consumer,Completed,Net Banking
O001532,2025-04-07,C00578,West,Ahmedabad,Consumer,Completed,Wallet
O001533,2025-04-09,C00093,East,Kolkata,Consumer,Completed,UPI
O001534,2024-02-28,C00221,South,Bengaluru,Corporate,Cancelled,UPI
O001535,2025-04-24,C00127,South,Chennai,Corporate,Completed,Net Banking
O001536,2024-02-11,C00735,South,Bengaluru,Consumer,Completed,Wallet
O001537,2023-10-14,C00266,East,Bhubaneswar,Home Office,Completed,Net Banking
O001538,2025-03-28,C00042,East,Guwahati,Consumer,Completed,Net Banking
O001539,2023-04-16,C00691,North,Delhi,Consumer,Completed,UPI
O001540,2024-08-28,C00270,East,Guwahati,Home Office,Completed,Net Banking
O001541,2023-06-09,C00669,West,Pune,Home Office,Completed,Net Banking
O001542,2023-05-19,C00615,West,Mumbai,Consumer,Completed,Credit Card
O001543,2023-01-23,C00164,West,Surat,Consumer,Completed,UPI
O001544,2025-07-07,C00654,South,Kochi,Consumer,Completed,Wallet
O001545,2024-10-30,C00404,North,Jaipur,Consumer,Completed,Net Banking
O001546,2025-09-25,C00434,East,Guwahati,Home Office,Completed,Wallet
O001547,2025-11-02,C00132,North,Delhi,Consumer,Returned,Net Banking
O001548,2024-07-01,C00161,West,Mumbai,Consumer,Completed,Wallet
O001549,2025-02-25,C00455,East,Patna,Consumer,Completed,UPI
O001550,2023-09-30,C00704,East,Kolkata,Consumer,Completed,Credit Card
O001551,2025-05-24,C00491,East,Guwahati,Consumer,Completed,UPI
O001552,2023-12-01,C00733,East,Kolkata,Consumer,Completed,UPI
O001553,2025-07-30,C00222,West,Surat,Corporate,Completed,Debit Card
O001554,2024-11-08,C00524,North,Jaipur,Consumer,Completed,Wallet
O001555,2024-05-17,C00450,South,Chennai,Corporate,Completed,Debit Card
O001556,2025-11-08,C00717,South,Bengaluru,Consumer,Returned,Wallet
O001557,2024-09-07,C00151,West,Ahmedabad,Consumer,Completed,Credit Card
O001558,2024-05-24,C00748,North,Delhi,Consumer,Completed,Debit Card
O001559,2025-04-25,C00554,West,Mumbai,Consumer,Completed,Credit Card
O001560,2025-09-12,C00327,North,Delhi,Consumer,Completed,Net Banking
O001561,2023-11-12,C00035,South,Hyderabad,Consumer,Returned,Debit Card
O001562,2024-04-27,C00353,South,Kochi,Consumer,Cancelled,Credit Card
O001563,2025-04-10,C00290,West,Mumbai,Consumer,Completed,Credit Card
O001564,2024-11-19,C00013,North,Delhi,Consumer,Completed,UPI
O001565,2023-06-18,C00656,North,Lucknow,Consumer,Completed,Credit Card
O001566,2023-04-16,C00726,North,Chandigarh,Consumer,Completed,Debit Card
O001567,2025-01-01,C00336,East,Guwahati,Consumer,Completed,UPI
O001568,2023-03-21,C00044,East,Kolkata,Consumer,Completed,Net Banking
O001569,2023-08-09,C00076,West,Surat,Corporate,Completed,UPI
O001570,2024-08-05,C00565,East,Kolkata,Consumer,Completed,Credit Card
O001571,2025-11-20,C00647,North,Delhi,Consumer,Completed,Debit Card
O001572,2023-11-30,C00489,West,Surat,Consumer,Completed,Net Banking
O001573,2025-05-06,C00570,East,Bhubaneswar,Home Office,Completed,Credit Card
O001574,2025-08-02,C00442,North,Jaipur,Corporate,Completed,Wallet
O001575,2023-08-30,C00510,East,Guwahati,Consumer,Cancelled,UPI
O001576,2024-08-01,C00116,South,Kochi,Consumer,Completed,UPI
O001577,2024-09-11,C00240,East,Bhubaneswar,Consumer,Completed,UPI
O001578,2023-04-11,C00569,West,Surat,Consumer,Completed,Credit Card
O001579,2025-10-16,C00186,North,Delhi,Consumer,Returned,Net Banking
O001580,2024-10-06,C00045,West,Mumbai,Home Office,Completed,UPI
O001581,2023-10-15,C00545,South,Hyderabad,Consumer,Completed,Credit Card
O001582,2025-05-05,C00170,East,Bhubaneswar,Consumer,Completed,Debit Card
O001583,2025-02-02,C00219,North,Jaipur,Home Office,Completed,Wallet
O001584,2024-02-18,C00237,South,Chennai,Home Office,Completed,Wallet
O001585,2024-07-14,C00164,West,Surat,Consumer,Completed,Wallet
O001586,2024-02-07,C00191,North,Lucknow,Home Office,Completed,Net Banking
O001587,2024-08-17,C00456,North,Delhi,Consumer,Completed,Net Banking
O001588,2023-05-09,C00076,West,Surat,Corporate,Completed,Wallet
O001589,2024-04-17,C00491,East,Guwahati,Consumer,Completed,Credit Card
O001590,2024-06-04,C00348,West,Surat,Consumer,Completed,Credit Card
O001591,2025-07-09,C00635,East,Patna,Corporate,Completed,UPI
O001592,2024-07-14,C00228,South,Chennai,Home Office,Completed,Debit Card
O001593,2023-04-15,C00451,West,Mumbai,Home Office,Completed,UPI
O001594,2024-04-25,C00070,North,Jaipur,Consumer,Completed,Net Banking
O001595,2023-06-13,C00343,North,Lucknow,Corporate,Completed,UPI
O001596,2023-09-23,C00636,East,Guwahati,Consumer,Completed,Net Banking
O001597,2024-02-22,C00715,East,Patna,Consumer,Completed,Wallet
O001598,2023-05-21,C00681,West,Surat,Corporate,Completed,UPI
O001599,2024-05-05,C00240,East,Bhubaneswar,Consumer,Completed,Debit Card
O001600,2024-01-02,C00221,South,Bengaluru,Corporate,Completed,Wallet
O001601,2025-08-10,C00481,South,Chennai,Corporate,Completed,Debit Card
O001602,2023-07-08,C00246,East,Guwahati,Consumer,Completed,Debit Card
O001603,2023-02-07,C00260,East,Bhubaneswar,Home Office,Completed,Debit Card
O001604,2023-11-25,C00346,North,Delhi,Consumer,Completed,Debit Card
O001605,2025-03-08,C00207,North,Jaipur,Consumer,Completed,Credit Card
O001606,2024-01-25,C00094,East,Kolkata,Consumer,Completed,Credit Card
O001607,2025-10-09,C00559,East,Patna,Consumer,Completed,Credit Card
O001608,2023-01-08,C00658,East,Kolkata,Consumer,Completed,Debit Card
O001609,2025-05-01,C00538,West,Pune,Home Office,Completed,Credit Card
O001610,2023-07-16,C00573,North,Chandigarh,Consumer,Completed,Net Banking
O001611,2024-11-28,C00368,North,Jaipur,Home Office,Completed,Credit Card
O001612,2024-10-01,C00016,West,Ahmedabad,Consumer,Completed,Debit Card
O001613,2025-02-16,C00685,West,Ahmedabad,Consumer,Completed,Debit Card
O001614,2025-04-13,C00533,North,Lucknow,Consumer,Returned,UPI
O001615,2023-10-09,C00511,West,Surat,Consumer,Completed,Credit Card
O001616,2023-04-11,C00554,West,Mumbai,Consumer,Completed,Wallet
O001617,2023-06-13,C00117,West,Surat,Consumer,Completed,Wallet
O001618,2024-09-01,C00106,North,Jaipur,Corporate,Completed,Debit Card
O001619,2025-05-10,C00720,East,Bhubaneswar,Consumer,Completed,Credit Card
O001620,2023-05-21,C00028,East,Guwahati,Consumer,Completed,Net Banking
O001621,2023-03-29,C00014,West,Ahmedabad,Consumer,Completed,Wallet
O001622,2024-05-22,C00163,West,Mumbai,Consumer,Completed,Wallet
O001623,2023-08-01,C00119,East,Kolkata,Consumer,Completed,Credit Card
O001624,2025-11-09,C00015,East,Guwahati,Consumer,Completed,Wallet
O001625,2024-01-20,C00101,North,Delhi,Corporate,Completed,Net Banking
O001626,2024-01-30,C00329,North,Chandigarh,Home Office,Completed,Wallet
O001627,2024-08-12,C00266,East,Bhubaneswar,Home Office,Completed,Net Banking
O001628,2024-06-06,C00481,South,Chennai,Corporate,Completed,Credit Card
O001629,2024-06-02,C00407,South,Chennai,Corporate,Completed,Credit Card
O001630,2023-09-29,C00271,North,Jaipur,Home Office,Completed,UPI
O001631,2025-03-19,C00199,West,Mumbai,Corporate,Completed,Wallet
O001632,2023-01-06,C00526,West,Pune,Corporate,Completed,UPI
O001633,2024-11-30,C00018,West,Mumbai,Home Office,Completed,Debit Card
O001634,2024-10-27,C00166,East,Guwahati,Consumer,Completed,Credit Card
O001635,2025-09-30,C00368,North,Jaipur,Home Office,Completed,Net Banking
O001636,2023-11-21,C00477,West,Mumbai,Consumer,Completed,Net Banking
O001637,2023-08-15,C00123,West,Mumbai,Consumer,Completed,Wallet
O001638,2023-05-14,C00144,East,Guwahati,Consumer,Completed,Debit Card
O001639,2025-09-03,C00656,North,Lucknow,Consumer,Completed,Net Banking
O001640,2025-02-26,C00494,North,Chandigarh,Home Office,Completed,Credit Card
O001641,2023-08-13,C00221,South,Bengaluru,Corporate,Completed,UPI
O001642,2024-07-10,C00127,South,Chennai,Corporate,Completed,UPI
O001643,2024-05-09,C00251,West,Ahmedabad,Consumer,Completed,Wallet
O001644,2025-12-21,C00333,East,Kolkata,Corporate,Completed,Credit Card
O001645,2024-01-19,C00305,West,Surat,Consumer,Completed,Debit Card
O001646,2024-07-10,C00607,West,Pune,Consumer,Completed,Wallet
O001647,2024-12-31,C00032,West,Mumbai,Consumer,Completed,UPI
O001648,2024-11-19,C00655,North,Lucknow,Consumer,Completed,Net Banking
O001649,2023-02-03,C00482,North,Lucknow,Home Office,Completed,UPI
O001650,2024-02-24,C00540,East,Bhubaneswar,Consumer,Completed,Wallet
O001651,2025-06-22,C00255,East,Guwahati,Consumer,Completed,UPI
O001652,2024-06-09,C00545,South,Hyderabad,Consumer,Completed,Debit Card
O001653,2025-07-10,C00327,North,Delhi,Consumer,Completed,Debit Card
O001654,2024-05-08,C00128,West,Mumbai,Consumer,Completed,UPI
O001655,2025-09-29,C00527,West,Ahmedabad,Consumer,Completed,Wallet
O001656,2024-04-14,C00271,North,Jaipur,Home Office,Completed,Credit Card
O001657,2023-02-25,C00156,East,Bhubaneswar,Consumer,Returned,Credit Card
O001658,2023-12-19,C00262,South,Kochi,Corporate,Completed,UPI
O001659,2023-08-30,C00590,East,Guwahati,Consumer,Completed,Debit Card
O001660,2025-06-03,C00712,South,Chennai,Corporate,Completed,Net Banking
O001661,2025-02-13,C00479,South,Kochi,Consumer,Completed,Net Banking
O001662,2023-08-11,C00651,West,Surat,Consumer,Completed,Net Banking
O001663,2023-08-11,C00486,North,Chandigarh,Corporate,Completed,Wallet
O001664,2025-12-23,C00214,North,Delhi,Corporate,Completed,Net Banking
O001665,2023-12-19,C00596,South,Chennai,Consumer,Completed,UPI
O001666,2024-02-06,C00125,West,Mumbai,Corporate,Completed,UPI
O001667,2023-08-25,C00726,North,Chandigarh,Consumer,Completed,UPI
O001668,2025-09-08,C00725,East,Bhubaneswar,Consumer,Completed,Credit Card
O001669,2023-04-19,C00256,East,Guwahati,Consumer,Completed,UPI
O001670,2025-11-07,C00704,East,Kolkata,Consumer,Completed,Credit Card
O001671,2023-04-01,C00679,South,Chennai,Consumer,Completed,Credit Card
O001672,2023-07-03,C00441,South,Bengaluru,Consumer,Completed,Wallet
O001673,2023-06-14,C00332,West,Ahmedabad,Consumer,Completed,Debit Card
O001674,2023-03-03,C00216,South,Chennai,Corporate,Completed,UPI
O001675,2023-03-04,C00210,North,Chandigarh,Consumer,Completed,Wallet
O001676,2023-06-16,C00576,North,Delhi,Consumer,Completed,UPI
O001677,2025-06-18,C00201,North,Jaipur,Consumer,Completed,Wallet
O001678,2023-02-22,C00314,North,Chandigarh,Corporate,Returned,Wallet
O001679,2024-08-16,C00019,West,Pune,Consumer,Completed,Wallet
O001680,2025-09-03,C00068,North,Lucknow,Home Office,Completed,Credit Card
O001681,2023-12-26,C00413,East,Patna,Corporate,Completed,Wallet
O001682,2023-04-11,C00500,South,Kochi,Consumer,Completed,Debit Card
O001683,2024-11-30,C00697,North,Delhi,Corporate,Completed,Net Banking
O001684,2023-09-09,C00459,South,Chennai,Consumer,Completed,Credit Card
O001685,2024-10-20,C00496,North,Jaipur,Consumer,Completed,Wallet
O001686,2025-02-07,C00089,East,Guwahati,Corporate,Completed,Net Banking
O001687,2024-03-01,C00750,East,Bhubaneswar,Home Office,Completed,Net Banking
O001688,2024-12-28,C00606,North,Delhi,Consumer,Completed,Debit Card
O001689,2023-04-07,C00733,East,Kolkata,Consumer,Completed,UPI
O001690,2024-06-19,C00152,East,Guwahati,Corporate,Completed,Net Banking
O001691,2025-10-17,C00433,West,Ahmedabad,Consumer,Completed,UPI
O001692,2023-10-17,C00247,South,Chennai,Corporate,Completed,Debit Card
O001693,2025-04-14,C00434,East,Guwahati,Home Office,Completed,Credit Card
O001694,2025-01-24,C00472,South,Bengaluru,Home Office,Completed,Debit Card
O001695,2023-06-18,C00078,East,Guwahati,Consumer,Completed,Net Banking
O001696,2023-11-17,C00097,East,Guwahati,Consumer,Completed,UPI
O001697,2024-01-18,C00354,North,Chandigarh,Home Office,Completed,Debit Card
O001698,2024-01-18,C00578,West,Ahmedabad,Consumer,Returned,UPI
O001699,2023-06-23,C00260,East,Bhubaneswar,Home Office,Completed,Wallet
O001700,2025-12-22,C00411,North,Jaipur,Home Office,Completed,Wallet
O001701,2025-11-28,C00045,West,Mumbai,Home Office,Returned,Net Banking
O001702,2023-05-07,C00451,West,Mumbai,Home Office,Completed,Debit Card
O001703,2024-05-04,C00592,West,Pune,Corporate,Completed,Debit Card
O001704,2024-02-02,C00015,East,Guwahati,Consumer,Completed,Credit Card
O001705,2023-10-17,C00742,South,Kochi,Consumer,Completed,Credit Card
O001706,2023-07-07,C00063,East,Kolkata,Corporate,Completed,Debit Card
O001707,2024-04-07,C00294,East,Guwahati,Consumer,Completed,UPI
O001708,2023-06-21,C00302,East,Guwahati,Corporate,Completed,Net Banking
O001709,2025-10-22,C00050,South,Chennai,Consumer,Completed,Debit Card
O001710,2025-04-29,C00351,North,Chandigarh,Consumer,Completed,UPI
O001711,2024-05-15,C00610,South,Hyderabad,Home Office,Completed,Debit Card
O001712,2023-09-03,C00618,South,Hyderabad,Consumer,Completed,Wallet
O001713,2024-12-09,C00080,East,Guwahati,Corporate,Completed,UPI
O001714,2025-12-13,C00372,West,Surat,Consumer,Completed,UPI
O001715,2023-10-13,C00441,South,Bengaluru,Consumer,Completed,Net Banking
O001716,2023-06-07,C00017,North,Chandigarh,Consumer,Completed,Debit Card
O001717,2023-09-24,C00051,North,Chandigarh,Home Office,Completed,UPI
O001718,2024-11-22,C00748,North,Delhi,Consumer,Completed,UPI
O001719,2025-11-29,C00716,North,Chandigarh,Corporate,Completed,Wallet
O001720,2024-02-21,C00501,West,Mumbai,Consumer,Completed,UPI
O001721,2025-03-02,C00331,West,Ahmedabad,Consumer,Completed,Credit Card
O001722,2023-07-24,C00472,South,Bengaluru,Home Office,Completed,Wallet
O001723,2024-01-11,C00339,South,Kochi,Consumer,Completed,Net Banking
O001724,2025-05-19,C00476,East,Kolkata,Home Office,Completed,Debit Card
O001725,2024-08-17,C00360,West,Surat,Consumer,Completed,UPI
O001726,2025-12-16,C00608,South,Bengaluru,Corporate,Completed,UPI
O001727,2023-04-20,C00229,West,Mumbai,Consumer,Completed,UPI
O001728,2023-04-08,C00457,South,Hyderabad,Home Office,Cancelled,Debit Card
O001729,2024-08-08,C00177,North,Delhi,Consumer,Completed,Debit Card
O001730,2023-12-06,C00196,South,Bengaluru,Consumer,Completed,Net Banking
O001731,2025-02-08,C00581,East,Kolkata,Home Office,Completed,Net Banking
O001732,2023-07-03,C00675,East,Bhubaneswar,Home Office,Completed,Wallet
O001733,2024-05-23,C00161,West,Mumbai,Consumer,Completed,Wallet
O001734,2024-09-26,C00665,South,Bengaluru,Consumer,Completed,Credit Card
O001735,2023-08-10,C00484,West,Mumbai,Consumer,Completed,Debit Card
O001736,2023-10-17,C00101,North,Delhi,Corporate,Completed,UPI
O001737,2025-07-25,C00423,North,Jaipur,Consumer,Returned,Debit Card
O001738,2024-04-12,C00555,South,Hyderabad,Home Office,Completed,Debit Card
O001739,2024-05-14,C00360,West,Surat,Consumer,Completed,Debit Card
O001740,2023-01-07,C00582,South,Bengaluru,Consumer,Returned,Wallet
O001741,2025-06-08,C00063,East,Kolkata,Corporate,Completed,Credit Card
O001742,2025-04-11,C00406,South,Chennai,Consumer,Completed,Debit Card
O001743,2023-07-11,C00129,East,Kolkata,Consumer,Completed,Credit Card
O001744,2023-01-31,C00043,South,Chennai,Consumer,Completed,Credit Card
O001745,2024-01-25,C00175,East,Bhubaneswar,Corporate,Completed,Credit Card
O001746,2024-06-30,C00164,West,Surat,Consumer,Completed,Debit Card
O001747,2025-11-08,C00508,North,Delhi,Consumer,Completed,Credit Card
O001748,2025-09-06,C00562,North,Delhi,Consumer,Completed,Net Banking
O001749,2023-05-09,C00456,North,Delhi,Consumer,Completed,Wallet
O001750,2024-11-16,C00353,South,Kochi,Consumer,Completed,Debit Card
O001751,2023-04-22,C00123,West,Mumbai,Consumer,Completed,Wallet
O001752,2025-06-26,C00168,South,Bengaluru,Consumer,Completed,Debit Card
O001753,2024-07-07,C00609,South,Hyderabad,Consumer,Completed,Debit Card
O001754,2025-03-11,C00345,West,Mumbai,Consumer,Completed,Credit Card
O001755,2025-04-05,C00254,South,Bengaluru,Consumer,Completed,UPI
O001756,2025-10-04,C00180,East,Guwahati,Consumer,Completed,Wallet
O001757,2023-05-17,C00734,South,Bengaluru,Consumer,Completed,UPI
O001758,2024-02-04,C00550,West,Pune,Home Office,Completed,Credit Card
O001759,2024-10-05,C00440,North,Delhi,Consumer,Completed,Net Banking
O001760,2023-08-11,C00698,North,Delhi,Consumer,Completed,Credit Card
O001761,2023-07-28,C00069,South,Chennai,Home Office,Completed,Credit Card
O001762,2025-05-14,C00739,South,Bengaluru,Corporate,Completed,Credit Card
O001763,2025-08-15,C00667,West,Surat,Corporate,Completed,Credit Card
O001764,2025-07-05,C00139,East,Bhubaneswar,Consumer,Completed,Debit Card
O001765,2023-04-11,C00143,North,Lucknow,Consumer,Completed,Net Banking
O001766,2024-08-25,C00045,West,Mumbai,Home Office,Returned,UPI
O001767,2024-04-29,C00011,North,Chandigarh,Corporate,Completed,Wallet
O001768,2023-08-10,C00020,West,Mumbai,Home Office,Completed,UPI
O001769,2023-01-29,C00330,South,Bengaluru,Consumer,Completed,Credit Card
O001770,2023-07-29,C00544,East,Kolkata,Consumer,Completed,Wallet
O001771,2024-11-27,C00218,East,Kolkata,Corporate,Completed,Credit Card
O001772,2024-05-12,C00282,North,Jaipur,Consumer,Completed,UPI
O001773,2024-11-24,C00725,East,Bhubaneswar,Consumer,Completed,Wallet
O001774,2025-05-27,C00641,North,Delhi,Corporate,Completed,Net Banking
O001775,2023-05-06,C00263,East,Kolkata,Corporate,Completed,Net Banking
O001776,2025-11-27,C00642,East,Patna,Home Office,Completed,Debit Card
O001777,2024-11-02,C00377,West,Ahmedabad,Consumer,Completed,Wallet
O001778,2025-07-05,C00318,South,Kochi,Consumer,Completed,Credit Card
O001779,2023-05-29,C00396,West,Mumbai,Corporate,Completed,Wallet
O001780,2024-07-03,C00151,West,Ahmedabad,Consumer,Completed,Wallet
O001781,2023-02-03,C00532,South,Hyderabad,Consumer,Completed,Credit Card
O001782,2025-06-06,C00177,North,Delhi,Consumer,Completed,Wallet
O001783,2024-11-22,C00617,East,Kolkata,Consumer,Completed,UPI
O001784,2025-06-22,C00335,South,Bengaluru,Consumer,Completed,Wallet
O001785,2025-04-02,C00436,East,Kolkata,Home Office,Completed,Credit Card
O001786,2023-02-23,C00265,East,Guwahati,Consumer,Completed,Net Banking
O001787,2025-10-10,C00016,West,Ahmedabad,Consumer,Completed,Net Banking
O001788,2023-11-12,C00549,South,Kochi,Consumer,Completed,Wallet
O001789,2023-01-02,C00533,North,Lucknow,Consumer,Completed,Credit Card
O001790,2025-01-25,C00375,East,Guwahati,Home Office,Completed,Debit Card
O001791,2025-03-10,C00526,West,Pune,Corporate,Completed,Wallet
O001792,2023-03-20,C00170,East,Bhubaneswar,Consumer,Completed,Wallet
O001793,2023-12-27,C00464,North,Chandigarh,Corporate,Completed,Debit Card
O001794,2024-08-25,C00474,West,Mumbai,Consumer,Completed,Wallet
O001795,2024-07-05,C00590,East,Guwahati,Consumer,Completed,Wallet
O001796,2023-07-31,C00728,West,Mumbai,Corporate,Completed,Debit Card
O001797,2024-01-18,C00126,East,Kolkata,Consumer,Completed,Debit Card
O001798,2025-03-07,C00260,East,Bhubaneswar,Home Office,Completed,Wallet
O001799,2024-03-29,C00470,North,Chandigarh,Corporate,Completed,Credit Card
O001800,2025-10-30,C00322,South,Bengaluru,Consumer,Completed,Net Banking
O001801,2025-11-28,C00437,South,Chennai,Consumer,Completed,Wallet
O001802,2024-10-18,C00395,West,Mumbai,Consumer,Completed,Wallet
O001803,2023-06-02,C00365,East,Guwahati,Corporate,Completed,Debit Card
O001804,2024-04-28,C00168,South,Bengaluru,Consumer,Completed,Credit Card
O001805,2025-03-18,C00650,South,Kochi,Consumer,Completed,Debit Card
O001806,2024-11-02,C00030,South,Bengaluru,Consumer,Completed,Net Banking
O001807,2025-09-01,C00147,North,Chandigarh,Home Office,Completed,Net Banking
O001808,2024-10-11,C00514,North,Chandigarh,Corporate,Returned,UPI
O001809,2024-08-03,C00067,North,Chandigarh,Corporate,Completed,UPI
O001810,2025-12-08,C00295,South,Bengaluru,Corporate,Completed,Credit Card
O001811,2024-04-26,C00111,East,Patna,Consumer,Completed,Credit Card
O001812,2024-11-08,C00019,West,Pune,Consumer,Completed,Wallet
O001813,2025-11-03,C00530,North,Chandigarh,Consumer,Completed,Credit Card
O001814,2023-10-11,C00055,South,Hyderabad,Consumer,Completed,Debit Card
O001815,2025-05-14,C00232,North,Delhi,Consumer,Completed,Credit Card
O001816,2024-09-15,C00467,North,Jaipur,Corporate,Completed,Credit Card
O001817,2023-01-13,C00212,West,Surat,Corporate,Completed,Credit Card
O001818,2023-05-29,C00337,East,Bhubaneswar,Consumer,Completed,Debit Card
O001819,2023-05-22,C00467,North,Jaipur,Corporate,Completed,Wallet
O001820,2024-02-22,C00025,North,Chandigarh,Consumer,Completed,Debit Card
O001821,2024-09-13,C00009,East,Bhubaneswar,Consumer,Completed,Net Banking
O001822,2025-10-01,C00355,South,Bengaluru,Corporate,Returned,Net Banking
O001823,2025-07-08,C00196,South,Bengaluru,Consumer,Completed,UPI
O001824,2023-09-23,C00043,South,Chennai,Consumer,Completed,Credit Card
O001825,2025-01-25,C00230,South,Chennai,Consumer,Completed,Credit Card
O001826,2023-12-21,C00609,South,Hyderabad,Consumer,Completed,UPI
